436579,724.00,784.00,74.00,2018-11-08_10:13:51.064000
436599,803.00,784.00,69.00,2018-11-08_10:13:51.153000
436619,896.00,782.00,73.00,2018-11-08_10:13:51.244000
436639,970.00,784.00,73.00,2018-11-08_10:13:51.330000
436659,1030.00,782.00,72.00,2018-11-08_10:13:51.412000
436679,1055.00,778.00,72.00,2018-11-08_10:13:51.502000
436699,1043.00,784.00,72.00,2018-11-08_10:13:51.593000
436719,986.00,781.00,77.00,2018-11-08_10:13:51.682000
436739,916.00,778.00,81.00,2018-11-08_10:13:51.760000
436759,886.00,784.00,84.00,2018-11-08_10:13:51.825000
436779,1072.00,781.00,88.00,2018-11-08_10:13:51.892000
436799,1689.00,784.00,88.00,2018-11-08_10:13:51.965000
436819,2691.00,784.00,84.00,2018-11-08_10:13:52.034000
436839,3895.00,784.00,84.00,2018-11-08_10:13:52.100000
436859,3895.00,778.00,84.00,2018-11-08_10:13:52.156000
436879,3889.00,782.00,86.00,2018-11-08_10:13:52.207000
436899,3891.00,779.00,90.00,2018-11-08_10:13:52.262000
436919,3891.00,784.00,90.00,2018-11-08_10:13:52.317000
436939,3895.00,784.00,90.00,2018-11-08_10:13:52.413000
436959,3891.00,784.00,84.00,2018-11-08_10:13:52.512000
436979,3895.00,784.00,88.00,2018-11-08_10:13:52.608000
436999,3890.00,784.00,88.00,2018-11-08_10:13:52.709000
437019,2738.00,776.00,82.00,2018-11-08_10:13:52.793000
437039,2000.00,781.00,92.00,2018-11-08_10:13:52.864000
437059,1440.00,782.00,85.00,2018-11-08_10:13:52.997000
437079,1105.00,776.00,82.00,2018-11-08_10:13:53.094000
437099,1006.00,784.00,82.00,2018-11-08_10:13:53.191000
437119,1084.00,781.00,84.00,2018-11-08_10:13:53.287000
437139,1229.00,784.00,80.00,2018-11-08_10:13:53.389000
437159,1378.00,784.00,80.00,2018-11-08_10:13:53.486000
437179,1460.00,784.00,78.00,2018-11-08_10:13:53.586000
437199,1448.00,784.00,76.00,2018-11-08_10:13:53.670000
437219,1343.00,785.00,90.00,2018-11-08_10:13:53.725000
437239,1179.00,784.00,80.00,2018-11-08_10:13:53.783000
437259,986.00,789.00,76.00,2018-11-08_10:13:53.833000
