72959,880,1555,685,8/11/2018 13:54
72979,925,1559,688,8/11/2018 13:54
72999,1072,1557,688,8/11/2018 13:54
73019,1280,1555,688,8/11/2018 13:54
73039,1509,1613,696,8/11/2018 13:54
73059,1711,1557,688,8/11/2018 13:54
73079,1838,1559,688,8/11/2018 13:54
73099,1861,1559,688,8/11/2018 13:54
73119,1805,1557,688,8/11/2018 13:54
73139,1696,1558,689,8/11/2018 13:54
73159,1573,1557,688,8/11/2018 13:54
73179,1462,1559,691,8/11/2018 13:54
73199,1386,1535,688,8/11/2018 13:54
73219,1341,1555,688,8/11/2018 13:54
73239,1331,1557,686,8/11/2018 13:54
73259,1355,1557,686,8/11/2018 13:54
73279,1392,1557,688,8/11/2018 13:54
73299,1454,1555,690,8/11/2018 13:54
73319,1627,1553,688,8/11/2018 13:54
73339,2139,1556,678,8/11/2018 13:54
73359,2959,1501,686,8/11/2018 13:54
73379,3867,1527,688,8/11/2018 13:54
73399,3867,1556,688,8/11/2018 13:54
73419,3867,1535,688,8/11/2018 13:54
73439,3869,1569,688,8/11/2018 13:54
73459,3735,1554,677,8/11/2018 13:54
73479,2828,1568,688,8/11/2018 13:54
73499,2163,1535,688,8/11/2018 13:54
73519,1619,1567,688,8/11/2018 13:54
73539,1232,1557,688,8/11/2018 13:54
73559,991,1535,686,8/11/2018 13:54
73579,904,1535,688,8/11/2018 13:54
73599,944,1535,686,8/11/2018 13:54
73619,1095,1535,688,8/11/2018 13:54
73639,1294,1569,680,8/11/2018 13:54
73659,1502,1535,685,8/11/2018 13:54
73679,1658,1535,688,8/11/2018 13:54
73699,1723,1578,688,8/11/2018 13:54
73719,1706,1535,688,8/11/2018 13:54
73739,1629,1535,688,8/11/2018 13:54
73759,1518,1554,694,8/11/2018 13:54
73779,1411,1535,688,8/11/2018 13:54
73799,1337,1535,682,8/11/2018 13:54
73819,1303,1535,710,8/11/2018 13:54
73839,1296,1535,694,8/11/2018 13:54
73859,1317,1535,688,8/11/2018 13:54
73879,1351,1535,667,8/11/2018 13:54
73899,1401,1535,689,8/11/2018 13:54
73919,1456,1535,690,8/11/2018 13:54
73939,1559,1533,688,8/11/2018 13:54
73959,1865,1531,693,8/11/2018 13:54
73979,2499,1527,704,8/11/2018 13:54
73999,3291,1531,692,8/11/2018 13:54
74019,3863,1530,688,8/11/2018 13:54
74039,3863,1517,690,8/11/2018 13:54
74059,3703,1527,692,8/11/2018 13:54
74079,2987,1524,697,8/11/2018 13:54
74099,2375,1525,704,8/11/2018 13:54
74119,1827,1522,694,8/11/2018 13:54
74139,1385,1522,701,8/11/2018 13:54
74159,1084,1521,690,8/11/2018 13:54
74179,906,1521,693,8/11/2018 13:54
74199,850,1520,696,8/11/2018 13:54
74219,912,1520,694,8/11/2018 13:54
74239,1059,1520,698,8/11/2018 13:54
74259,1245,1520,696,8/11/2018 13:54
74279,1439,1517,695,8/11/2018 13:54
74299,1607,1517,691,8/11/2018 13:54
74319,1712,1495,693,8/11/2018 13:54
74339,1744,1518,692,8/11/2018 13:54
74359,1715,1517,698,8/11/2018 13:54
74379,1651,1515,694,8/11/2018 13:54
74399,1572,1515,696,8/11/2018 13:54
74419,1494,1510,695,8/11/2018 13:54
74439,1453,1513,697,8/11/2018 13:54
74459,1427,1492,695,8/11/2018 13:54
74479,1424,1508,693,8/11/2018 13:54
74499,1437,1505,694,8/11/2018 13:54
74519,1461,1502,704,8/11/2018 13:54
74539,1535,1499,701,8/11/2018 13:54
74559,1827,1491,694,8/11/2018 13:54
74579,2382,1495,696,8/11/2018 13:54
74599,2986,1494,693,8/11/2018 13:54
74619,3474,1495,693,8/11/2018 13:54
74639,3505,1495,696,8/11/2018 13:54
74659,3091,1494,704,8/11/2018 13:54
74679,2559,1501,693,8/11/2018 13:54
74699,2065,1495,693,8/11/2018 13:54
74719,1594,1495,704,8/11/2018 13:54
74739,1225,1495,694,8/11/2018 13:54
74759,971,1498,687,8/11/2018 13:54
74779,851,1498,697,8/11/2018 13:54
74799,848,1494,690,8/11/2018 13:54
74819,954,1498,672,8/11/2018 13:54
74839,1133,1494,692,8/11/2018 13:54
74859,1334,1499,692,8/11/2018 13:54
74879,1530,1497,691,8/11/2018 13:54
74899,1707,1494,689,8/11/2018 13:54
74919,1801,1493,693,8/11/2018 13:54
74939,1835,1495,688,8/11/2018 13:54
74959,1808,1493,688,8/11/2018 13:54
74979,1730,1497,691,8/11/2018 13:54
74999,1649,1491,690,8/11/2018 13:54
75019,1562,1492,693,8/11/2018 13:54
75039,1489,1492,693,8/11/2018 13:54
75059,1457,1478,688,8/11/2018 13:54
75079,1443,1494,688,8/11/2018 13:54
75099,1463,1493,692,8/11/2018 13:54
75119,1584,1491,694,8/11/2018 13:54
75139,1940,1494,688,8/11/2018 13:54
75159,2559,1493,690,8/11/2018 13:54
75179,3291,1495,689,8/11/2018 13:54
75199,3859,1491,689,8/11/2018 13:54
75219,3798,1491,697,8/11/2018 13:54
75239,3271,1493,704,8/11/2018 13:54
75259,2689,1489,693,8/11/2018 13:54
75279,2135,1488,690,8/11/2018 13:54
75299,1645,1488,690,8/11/2018 13:54
75319,1264,1488,693,8/11/2018 13:54
75339,1017,1485,693,8/11/2018 13:54
75359,904,1463,690,8/11/2018 13:54
75379,901,1488,692,8/11/2018 13:54
75399,995,1483,704,8/11/2018 13:54
75419,1168,1485,720,8/11/2018 13:54
75439,1387,1488,692,8/11/2018 13:54
75459,1614,1483,691,8/11/2018 13:54
75479,1783,1482,696,8/11/2018 13:54
75499,1879,1483,693,8/11/2018 13:54
75519,1885,1492,688,8/11/2018 13:54
75539,1818,1488,691,8/11/2018 13:54
75559,1711,1479,692,8/11/2018 13:54
75579,1595,1488,690,8/11/2018 13:54
75599,1487,1485,691,8/11/2018 13:54
75619,1412,1483,690,8/11/2018 13:54
75639,1372,1483,692,8/11/2018 13:54
75659,1376,1481,692,8/11/2018 13:54
75679,1450,1479,688,8/11/2018 13:54
75699,1788,1477,688,8/11/2018 13:54
75719,2471,1472,688,8/11/2018 13:54
75739,3341,1472,662,8/11/2018 13:54
75759,3867,1479,690,8/11/2018 13:54
75779,3863,1467,698,8/11/2018 13:54
75799,3871,1469,694,8/11/2018 13:54
75819,3667,1463,688,8/11/2018 13:54
75839,2879,1460,678,8/11/2018 13:54
75859,2275,1460,690,8/11/2018 13:54
75879,1763,1456,688,8/11/2018 13:54
75899,1376,1456,695,8/11/2018 13:54
75919,1110,1451,684,8/11/2018 13:54
75939,969,1456,690,8/11/2018 13:54
75959,944,1456,691,8/11/2018 13:54
75979,1008,1455,689,8/11/2018 13:54
75999,1156,1453,689,8/11/2018 13:54
76019,1349,1452,674,8/11/2018 13:54
76039,1533,1449,688,8/11/2018 13:54
76059,1671,1450,688,8/11/2018 13:54
76079,1728,1446,688,8/11/2018 13:54
76099,1712,1450,688,8/11/2018 13:54
76119,1642,1443,691,8/11/2018 13:54
76139,1535,1446,700,8/11/2018 13:54
76159,1446,1441,691,8/11/2018 13:54
76179,1365,1440,693,8/11/2018 13:54
76199,1316,1438,690,8/11/2018 13:54
76219,1308,1434,688,8/11/2018 13:54
76239,1321,1436,682,8/11/2018 13:54
76259,1392,1429,688,8/11/2018 13:54
76279,1666,1426,688,8/11/2018 13:54
76299,2316,1422,688,8/11/2018 13:54
76319,3214,1429,689,8/11/2018 13:54
76339,3871,1424,688,8/11/2018 13:54
76359,3867,1424,688,8/11/2018 13:54
76379,3871,1427,689,8/11/2018 13:54
76399,3863,1424,689,8/11/2018 13:54
76419,3527,1419,689,8/11/2018 13:54
76439,2719,1422,688,8/11/2018 13:54
76459,2111,1422,689,8/11/2018 13:54
76479,1626,1430,688,8/11/2018 13:54
76499,1275,1413,688,8/11/2018 13:54
76519,1056,1421,688,8/11/2018 13:54
76539,945,1416,690,8/11/2018 13:54
76559,944,1411,688,8/11/2018 13:54
76579,1037,1410,688,8/11/2018 13:54
76599,1184,1413,689,8/11/2018 13:54
76619,1351,1407,689,8/11/2018 13:54
76639,1501,1404,688,8/11/2018 13:54
76659,1605,1405,688,8/11/2018 13:54
76679,1630,1402,688,8/11/2018 13:54
76699,1604,1379,688,8/11/2018 13:54
76719,1534,1401,688,8/11/2018 13:54
76739,1451,1392,688,8/11/2018 13:54
76759,1367,1397,688,8/11/2018 13:54
76779,1305,1393,689,8/11/2018 13:54
76799,1280,1394,688,8/11/2018 13:54
76819,1273,1399,688,8/11/2018 13:54
76839,1286,1392,688,8/11/2018 13:54
76859,1318,1392,688,8/11/2018 13:54
76879,1377,1392,688,8/11/2018 13:54
76899,1566,1392,689,8/11/2018 13:54
76919,2100,1366,688,8/11/2018 13:54
76939,2947,1392,690,8/11/2018 13:54
76959,3871,1391,688,8/11/2018 13:54
76979,3869,1386,689,8/11/2018 13:54
76999,3863,1381,689,8/11/2018 13:54
77019,3867,1379,689,8/11/2018 13:54
77039,3863,1382,688,8/11/2018 13:54
77059,3022,1378,688,8/11/2018 13:54
77079,2320,1378,689,8/11/2018 13:54
77099,1749,1376,688,8/11/2018 13:54
77119,1324,1371,688,8/11/2018 13:54
77139,1042,1373,688,8/11/2018 13:54
77159,890,1360,689,8/11/2018 13:54
77179,870,1373,688,8/11/2018 13:54
77199,948,1366,688,8/11/2018 13:54
77219,1114,1369,688,8/11/2018 13:54
77239,1309,1366,689,8/11/2018 13:54
77259,1483,1364,688,8/11/2018 13:54
77279,1606,1333,688,8/11/2018 13:54
77299,1648,1362,688,8/11/2018 13:54
77319,1627,1397,688,8/11/2018 13:54
77339,1558,1353,688,8/11/2018 13:54
77359,1461,1360,688,8/11/2018 13:54
77379,1371,1358,688,8/11/2018 13:54
77399,1295,1337,690,8/11/2018 13:54
77419,1243,1344,686,8/11/2018 13:54
77439,1232,1379,688,8/11/2018 13:54
77459,1241,1356,688,8/11/2018 13:54
77479,1280,1338,688,8/11/2018 13:54
77499,1328,1312,688,8/11/2018 13:54
77519,1383,1360,688,8/11/2018 13:54
77539,1431,1354,688,8/11/2018 13:54
77559,1518,1350,688,8/11/2018 13:54
77579,1823,1351,689,8/11/2018 13:54
77599,2510,1349,690,8/11/2018 13:54
77619,3486,1346,688,8/11/2018 13:54
77639,3863,1347,688,8/11/2018 13:55
77659,3867,1349,688,8/11/2018 13:55
77679,3863,1330,710,8/11/2018 13:55
77699,3867,1347,688,8/11/2018 13:55
77719,2993,1345,754,8/11/2018 13:55
77739,2275,1345,688,8/11/2018 13:55
77759,1664,1382,680,8/11/2018 13:55
77779,1204,1346,678,8/11/2018 13:55
77799,903,1344,688,8/11/2018 13:55
77819,772,1342,688,8/11/2018 13:55
77839,784,1341,688,8/11/2018 13:55
77859,902,1339,690,8/11/2018 13:55
77879,1108,1339,704,8/11/2018 13:55
77899,1344,1339,693,8/11/2018 13:55
77919,1554,1336,691,8/11/2018 13:55
77939,1697,1335,688,8/11/2018 13:55
77959,1756,1335,688,8/11/2018 13:55
77979,1734,1333,688,8/11/2018 13:55
77999,1659,1330,688,8/11/2018 13:55
78019,1535,1328,688,8/11/2018 13:55
78039,1434,1329,688,8/11/2018 13:55
78059,1338,1296,688,8/11/2018 13:55
78079,1275,1331,689,8/11/2018 13:55
78099,1242,1339,688,8/11/2018 13:55
78119,1248,1335,689,8/11/2018 13:55
78139,1278,1328,688,8/11/2018 13:55
78159,1328,1332,688,8/11/2018 13:55
78179,1374,1335,688,8/11/2018 13:55
78199,1420,1331,688,8/11/2018 13:55
78219,1515,1333,688,8/11/2018 13:55
78239,1866,1332,691,8/11/2018 13:55
78259,2559,1334,663,8/11/2018 13:55
78279,3507,1330,688,8/11/2018 13:55
78299,3867,1331,688,8/11/2018 13:55
78319,3867,1330,688,8/11/2018 13:55
78339,3867,1330,689,8/11/2018 13:55
78359,3179,1330,688,8/11/2018 13:55
78379,2450,1328,688,8/11/2018 13:55
78399,1825,1328,688,8/11/2018 13:55
78419,1318,1328,691,8/11/2018 13:55
78439,956,1328,688,8/11/2018 13:55
78459,761,1328,692,8/11/2018 13:55
78479,716,1328,688,8/11/2018 13:55
78499,784,1328,688,8/11/2018 13:55
78519,954,1326,689,8/11/2018 13:55
78539,1192,1325,688,8/11/2018 13:55
78559,1443,1328,688,8/11/2018 13:55
78579,1653,1323,688,8/11/2018 13:55
78599,1792,1325,688,8/11/2018 13:55
78619,1840,1326,688,8/11/2018 13:55
78639,1793,1325,688,8/11/2018 13:55
78659,1695,1326,688,8/11/2018 13:55
78679,1581,1328,688,8/11/2018 13:55
78699,1459,1323,688,8/11/2018 13:55
78719,1377,1322,688,8/11/2018 13:55
78739,1331,1322,688,8/11/2018 13:55
78759,1312,1325,688,8/11/2018 13:55
78779,1315,1317,688,8/11/2018 13:55
78799,1338,1328,688,8/11/2018 13:55
78819,1377,1325,688,8/11/2018 13:55
78839,1453,1328,688,8/11/2018 13:55
78859,1674,1327,688,8/11/2018 13:55
78879,2226,1322,688,8/11/2018 13:55
78899,2993,1323,688,8/11/2018 13:55
78919,3855,1328,688,8/11/2018 13:55
78939,3863,1320,688,8/11/2018 13:55
78959,3755,1324,688,8/11/2018 13:55
78979,3027,1323,688,8/11/2018 13:55
78999,2383,1322,694,8/11/2018 13:55
79019,1789,1317,687,8/11/2018 13:55
79039,1296,1318,688,8/11/2018 13:55
79059,950,1321,688,8/11/2018 13:55
79079,763,1321,684,8/11/2018 13:55
79099,714,1322,688,8/11/2018 13:55
79119,784,1328,678,8/11/2018 13:55
79139,960,1323,688,8/11/2018 13:55
79159,1200,1318,689,8/11/2018 13:55
79179,1451,1323,688,8/11/2018 13:55
79199,1677,1319,685,8/11/2018 13:55
79219,1822,1317,688,8/11/2018 13:55
79239,1878,1319,684,8/11/2018 13:55
79259,1851,1335,688,8/11/2018 13:55
79279,1770,1316,688,8/11/2018 13:55
79299,1667,1322,688,8/11/2018 13:55
79319,1559,1296,685,8/11/2018 13:55
79339,1469,1328,688,8/11/2018 13:55
79359,1409,1307,688,8/11/2018 13:55
79379,1377,1319,688,8/11/2018 13:55
79399,1362,1322,685,8/11/2018 13:55
79419,1383,1314,688,8/11/2018 13:55
79439,1457,1324,690,8/11/2018 13:55
79459,1725,1324,688,8/11/2018 13:55
79479,2294,1318,688,8/11/2018 13:55
79499,2967,1320,688,8/11/2018 13:55
79519,3551,1322,688,8/11/2018 13:55
79539,3631,1323,686,8/11/2018 13:55
79559,3167,1312,688,8/11/2018 13:55
79579,2591,1325,688,8/11/2018 13:55
79599,2000,1326,688,8/11/2018 13:55
79619,1477,1318,685,8/11/2018 13:55
79639,1077,1325,693,8/11/2018 13:55
79659,828,1322,688,8/11/2018 13:55
79679,742,1319,688,8/11/2018 13:55
79699,780,1321,616,8/11/2018 13:55
79719,912,1322,688,8/11/2018 13:55
79739,1127,1323,692,8/11/2018 13:55
79759,1381,1321,667,8/11/2018 13:55
79779,1618,1323,675,8/11/2018 13:55
79799,1792,1319,688,8/11/2018 13:55
79819,1879,1319,690,8/11/2018 13:55
79839,1893,1318,688,8/11/2018 13:55
79859,1838,1319,755,8/11/2018 13:55
79879,1742,1317,688,8/11/2018 13:55
79899,1630,1318,686,8/11/2018 13:55
79919,1535,1323,688,8/11/2018 13:55
79939,1461,1321,689,8/11/2018 13:55
79959,1420,1316,688,8/11/2018 13:55
79979,1408,1322,686,8/11/2018 13:55
79999,1459,1322,688,8/11/2018 13:55
80019,1684,1320,688,8/11/2018 13:55
80039,2246,1318,685,8/11/2018 13:55
80059,2992,1317,685,8/11/2018 13:55
80079,3799,1326,688,8/11/2018 13:55
80099,3871,1329,688,8/11/2018 13:55
80119,3611,1323,688,8/11/2018 13:55
80139,2935,1322,688,8/11/2018 13:55
80159,2325,1323,688,8/11/2018 13:55
80179,1762,1322,688,8/11/2018 13:55
80199,1296,1318,688,8/11/2018 13:55
80219,973,1319,687,8/11/2018 13:55
80239,803,1318,690,8/11/2018 13:55
80259,774,1318,688,8/11/2018 13:55
80279,858,1316,685,8/11/2018 13:55
80299,1035,1316,687,8/11/2018 13:55
80319,1257,1318,687,8/11/2018 13:55
80339,1489,1318,688,8/11/2018 13:55
80359,1694,1318,688,8/11/2018 13:55
80379,1819,1319,688,8/11/2018 13:55
80399,1859,1321,688,8/11/2018 13:55
80419,1823,1317,685,8/11/2018 13:55
80439,1735,1318,690,8/11/2018 13:55
80459,1625,1324,688,8/11/2018 13:55
80479,1523,1313,685,8/11/2018 13:55
80499,1452,1324,688,8/11/2018 13:55
80519,1410,1324,688,8/11/2018 13:55
80539,1404,1321,688,8/11/2018 13:55
80559,1434,1323,688,8/11/2018 13:55
80579,1587,1323,688,8/11/2018 13:55
80599,2093,1319,688,8/11/2018 13:55
80619,2883,1322,688,8/11/2018 13:55
80639,3863,1338,688,8/11/2018 13:55
80659,3867,1322,688,8/11/2018 13:55
80679,3870,1323,688,8/11/2018 13:55
80699,3866,1325,685,8/11/2018 13:55
80719,3217,1325,688,8/11/2018 13:55
80739,2503,1326,686,8/11/2018 13:55
80759,1907,1326,688,8/11/2018 13:55
80779,1445,1326,688,8/11/2018 13:55
80799,1131,1326,688,8/11/2018 13:55
80819,950,1328,688,8/11/2018 13:55
80839,904,1329,688,8/11/2018 13:55
80859,954,1326,688,8/11/2018 13:55
80879,1088,1342,683,8/11/2018 13:55
80899,1268,1327,688,8/11/2018 13:55
80919,1469,1327,686,8/11/2018 13:55
80939,1650,1327,688,8/11/2018 13:55
80959,1758,1328,686,8/11/2018 13:55
80979,1789,1328,688,8/11/2018 13:55
80999,1745,1328,688,8/11/2018 13:55
81019,1658,1328,688,8/11/2018 13:55
81039,1557,1326,687,8/11/2018 13:55
81059,1456,1328,686,8/11/2018 13:55
81079,1389,1328,683,8/11/2018 13:55
81099,1346,1324,685,8/11/2018 13:55
81119,1334,1327,688,8/11/2018 13:55
81139,1360,1328,685,8/11/2018 13:55
81159,1501,1328,688,8/11/2018 13:55
81179,1991,1328,685,8/11/2018 13:55
81199,2806,1328,677,8/11/2018 13:55
81219,3867,1328,672,8/11/2018 13:55
81239,3867,1364,688,8/11/2018 13:55
81259,3869,1302,688,8/11/2018 13:55
81279,3867,1328,688,8/11/2018 13:55
81299,3869,1328,688,8/11/2018 13:55
81319,3107,1302,690,8/11/2018 13:55
81339,2384,1342,685,8/11/2018 13:55
81359,1805,1326,685,8/11/2018 13:55
81379,1367,1328,686,8/11/2018 13:55
81399,1088,1333,688,8/11/2018 13:55
81419,934,1328,688,8/11/2018 13:55
81439,919,1326,688,8/11/2018 13:55
81459,1009,1328,688,8/11/2018 13:55
81479,1184,1329,688,8/11/2018 13:55
81499,1381,1328,685,8/11/2018 13:55
81519,1564,1327,688,8/11/2018 13:55
81539,1674,1309,684,8/11/2018 13:55
81559,1712,1328,686,8/11/2018 13:55
81579,1669,1321,688,8/11/2018 13:55
81599,1581,1328,685,8/11/2018 13:55
81619,1467,1329,701,8/11/2018 13:55
81639,1365,1322,660,8/11/2018 13:55
81659,1296,1328,720,8/11/2018 13:55
81679,1264,1239,685,8/11/2018 13:55
81699,1264,1328,688,8/11/2018 13:55
81719,1283,1328,708,8/11/2018 13:55
81739,1323,1319,688,8/11/2018 13:55
81759,1392,1331,682,8/11/2018 13:55
81779,1600,1344,685,8/11/2018 13:55
81799,2158,1328,686,8/11/2018 13:55
81819,2983,1328,685,8/11/2018 13:55
81839,3867,1325,688,8/11/2018 13:55
81859,3870,1328,688,8/11/2018 13:55
81879,3867,1325,688,8/11/2018 13:55
81899,3870,1326,688,8/11/2018 13:55
81919,3551,1328,687,8/11/2018 13:55
81939,2731,1327,692,8/11/2018 13:55
81959,2097,1326,685,8/11/2018 13:55
81979,1590,1327,681,8/11/2018 13:55
81999,1231,1326,688,8/11/2018 13:55
82019,1010,1327,688,8/11/2018 13:55
82039,931,1323,689,8/11/2018 13:55
82059,966,1331,684,8/11/2018 13:55
82079,1105,1326,688,8/11/2018 13:55
82099,1296,1328,688,8/11/2018 13:55
82119,1490,1327,684,8/11/2018 13:55
82139,1649,1323,688,8/11/2018 13:55
82159,1719,1328,688,8/11/2018 13:55
82179,1709,1328,688,8/11/2018 13:55
82199,1643,1326,684,8/11/2018 13:55
82219,1526,1327,684,8/11/2018 13:55
82239,1424,1328,686,8/11/2018 13:55
82259,1328,1327,688,8/11/2018 13:55
82279,1259,1326,685,8/11/2018 13:55
82299,1223,1328,686,8/11/2018 13:55
82319,1234,1328,688,8/11/2018 13:55
82339,1268,1326,686,8/11/2018 13:55
82359,1322,1328,686,8/11/2018 13:55
82379,1373,1327,688,8/11/2018 13:55
82399,1425,1327,684,8/11/2018 13:55
82419,1564,1328,688,8/11/2018 13:55
82439,1998,1327,686,8/11/2018 13:55
82459,2751,1326,688,8/11/2018 13:55
82479,3823,1317,686,8/11/2018 13:55
82499,3871,1327,686,8/11/2018 13:55
82519,3870,1328,698,8/11/2018 13:55
82539,3869,1328,677,8/11/2018 13:55
82559,3637,1328,685,8/11/2018 13:55
82579,2771,1328,684,8/11/2018 13:55
82599,2123,1327,685,8/11/2018 13:55
82619,1581,1328,684,8/11/2018 13:55
82639,1192,1328,685,8/11/2018 13:55
82659,962,1328,681,8/11/2018 13:55
82679,883,1316,685,8/11/2018 13:55
82699,938,1328,685,8/11/2018 13:55
82719,1093,1325,688,8/11/2018 13:55
82739,1322,1328,685,8/11/2018 13:55
82759,1555,1329,685,8/11/2018 13:55
82779,1731,1328,685,8/11/2018 13:55
82799,1821,1328,685,8/11/2018 13:55
82819,1810,1328,687,8/11/2018 13:55
82839,1728,1326,688,8/11/2018 13:55
82859,1614,1328,684,8/11/2018 13:55
82879,1488,1327,686,8/11/2018 13:55
82899,1386,1330,687,8/11/2018 13:55
82919,1309,1328,697,8/11/2018 13:55
82939,1262,1329,688,8/11/2018 13:55
82959,1245,1328,688,8/11/2018 13:55
82979,1250,1328,688,8/11/2018 13:55
82999,1280,1328,683,8/11/2018 13:55
83019,1358,1328,683,8/11/2018 13:55
83039,1652,1328,688,8/11/2018 13:55
83059,2286,1328,684,8/11/2018 13:55
83079,3055,1328,684,8/11/2018 13:55
83099,3863,1328,683,8/11/2018 13:55
83119,3871,1328,686,8/11/2018 13:55
83139,3870,1328,686,8/11/2018 13:55
83159,3137,1328,736,8/11/2018 13:55
83179,2483,1328,684,8/11/2018 13:55
83199,1903,1328,683,8/11/2018 13:55
83219,1414,1328,688,8/11/2018 13:55
83239,1072,1330,688,8/11/2018 13:55
83259,874,1325,683,8/11/2018 13:55
83279,816,1327,672,8/11/2018 13:55
83299,910,1328,686,8/11/2018 13:55
83319,1107,1328,685,8/11/2018 13:55
83339,1377,1328,686,8/11/2018 13:55
83359,1639,1328,687,8/11/2018 13:55
83379,1819,1328,684,8/11/2018 13:55
83399,1904,1328,683,8/11/2018 13:55
83419,1877,1328,684,8/11/2018 13:55
83439,1779,1326,682,8/11/2018 13:55
83459,1645,1328,685,8/11/2018 13:55
83479,1494,1328,684,8/11/2018 13:55
83499,1382,1328,684,8/11/2018 13:55
83519,1298,1328,685,8/11/2018 13:55
83539,1266,1328,685,8/11/2018 13:55
83559,1255,1328,678,8/11/2018 13:55
83579,1282,1331,685,8/11/2018 13:55
83599,1348,1312,659,8/11/2018 13:55
83619,1613,1328,684,8/11/2018 13:55
83639,2246,1333,688,8/11/2018 13:55
83659,3155,1345,672,8/11/2018 13:55
83679,3871,1329,670,8/11/2018 13:55
83699,3869,1328,682,8/11/2018 13:55
83719,3870,1331,686,8/11/2018 13:55
83739,3867,1376,688,8/11/2018 13:55
83759,3747,1331,688,8/11/2018 13:55
83779,2815,1334,629,8/11/2018 13:55
83799,2155,1330,685,8/11/2018 13:55
83819,1616,1331,683,8/11/2018 13:55
83839,1227,1330,685,8/11/2018 13:55
83859,981,1330,685,8/11/2018 13:55
83879,900,1329,685,8/11/2018 13:55
83899,966,1329,684,8/11/2018 13:55
83919,1148,1338,685,8/11/2018 13:55
83939,1376,1329,672,8/11/2018 13:55
83959,1593,1330,688,8/11/2018 13:55
83979,1734,1335,684,8/11/2018 13:55
83999,1778,1331,688,8/11/2018 13:55
84019,1728,1332,688,8/11/2018 13:55
84039,1627,1331,686,8/11/2018 13:55
84059,1499,1334,686,8/11/2018 13:55
84079,1376,1332,685,8/11/2018 13:55
84099,1294,1334,684,8/11/2018 13:55
84119,1241,1328,685,8/11/2018 13:55
84139,1227,1332,682,8/11/2018 13:55
84159,1232,1335,686,8/11/2018 13:55
84179,1264,1334,684,8/11/2018 13:55
84199,1327,1335,684,8/11/2018 13:55
84219,1522,1334,684,8/11/2018 13:55
84239,2087,1336,683,8/11/2018 13:55
84259,2957,1333,688,8/11/2018 13:55
84279,3867,1333,678,8/11/2018 13:55
84299,3869,1335,686,8/11/2018 13:55
84319,3867,1334,683,8/11/2018 13:55
84339,3867,1326,682,8/11/2018 13:55
84359,3867,1337,686,8/11/2018 13:55
84379,3867,1334,685,8/11/2018 13:55
84399,2997,1336,683,8/11/2018 13:55
84419,2294,1333,684,8/11/2018 13:55
84439,1742,1338,685,8/11/2018 13:55
84459,1332,1333,683,8/11/2018 13:55
84479,1073,1334,683,8/11/2018 13:55
84499,960,1330,684,8/11/2018 13:55
