4223131,2983.00,2019-03-17_20:30:46.955000
4223231,2971.00,2019-03-17_20:30:47.071000
4223331,2971.00,2019-03-17_20:30:47.148000
4223431,2971.00,2019-03-17_20:30:47.254000
4223531,2966.00,2019-03-17_20:30:47.367000
4223631,2983.00,2019-03-17_20:30:47.493000
4223731,2979.00,2019-03-17_20:30:47.600000
4223831,2971.00,2019-03-17_20:30:47.730000
4223931,2974.00,2019-03-17_20:30:47.841000
4224031,2965.00,2019-03-17_20:30:48.000000
4224131,2975.00,2019-03-17_20:30:48.111000
4224231,2965.00,2019-03-17_20:30:48.153000
4224331,2981.00,2019-03-17_20:30:48.218000
4224431,2975.00,2019-03-17_20:30:48.280000
4224531,2983.00,2019-03-17_20:30:48.340000
4224631,2985.00,2019-03-17_20:30:48.451000
4224731,2991.00,2019-03-17_20:30:48.628000
4224831,2978.00,2019-03-17_20:30:48.786000
4224931,2971.00,2019-03-17_20:30:48.877000
4225031,2991.00,2019-03-17_20:30:48.919000
4225131,2993.00,2019-03-17_20:30:48.966000
4225231,2981.00,2019-03-17_20:30:49.047000
4225331,3007.00,2019-03-17_20:30:49.146000
4225431,2993.00,2019-03-17_20:30:49.263000
4225531,2993.00,2019-03-17_20:30:49.346000
4225631,2999.00,2019-03-17_20:30:49.442000
4225731,3005.00,2019-03-17_20:30:49.547000
4225831,2994.00,2019-03-17_20:30:49.659000
4225931,2999.00,2019-03-17_20:30:49.749000
4226031,2995.00,2019-03-17_20:30:49.848000
4226131,2997.00,2019-03-17_20:30:49.945000
4226231,3003.00,2019-03-17_20:30:50.052000
4226331,3003.00,2019-03-17_20:30:50.145000
4226431,2993.00,2019-03-17_20:30:50.264000
4226531,3010.00,2019-03-17_20:30:50.388000
4226631,2992.00,2019-03-17_20:30:50.448000
4226731,2999.00,2019-03-17_20:30:50.549000
4226831,3005.00,2019-03-17_20:30:50.648000
4226931,3007.00,2019-03-17_20:30:50.754000
4227031,3003.00,2019-03-17_20:30:50.848000
4227131,3013.00,2019-03-17_20:30:50.982000
4227231,3015.00,2019-03-17_20:30:51.125000
4227331,3017.00,2019-03-17_20:30:51.253000
4227431,3022.00,2019-03-17_20:30:51.374000
4227531,3022.00,2019-03-17_20:30:51.557000
4227631,3027.00,2019-03-17_20:30:51.746000
4227731,3029.00,2019-03-17_20:30:51.872000
4227831,3029.00,2019-03-17_20:30:51.977000
4227931,3034.00,2019-03-17_20:30:52.022000
4228031,3039.00,2019-03-17_20:30:52.067000
4228131,3035.00,2019-03-17_20:30:52.107000
4228231,3037.00,2019-03-17_20:30:52.153000
4228331,3035.00,2019-03-17_20:30:52.221000
4228431,3035.00,2019-03-17_20:30:52.277000
4228531,3015.00,2019-03-17_20:30:52.345000
4228631,3031.00,2019-03-17_20:30:52.443000
4228731,3045.00,2019-03-17_20:30:52.547000
4228831,3038.00,2019-03-17_20:30:52.664000
4228931,3035.00,2019-03-17_20:30:52.766000
4229031,3039.00,2019-03-17_20:30:52.911000
4229131,3033.00,2019-03-17_20:30:53.008000
4229231,3031.00,2019-03-17_20:30:53.062000
4229331,3022.00,2019-03-17_20:30:53.148000
4229431,3027.00,2019-03-17_20:30:53.245000
4229531,3026.00,2019-03-17_20:30:53.355000
4229631,3022.00,2019-03-17_20:30:53.441000
4229731,3023.00,2019-03-17_20:30:53.543000
4229831,3023.00,2019-03-17_20:30:53.643000
4229931,3023.00,2019-03-17_20:30:53.746000
4230031,3017.00,2019-03-17_20:30:53.850000
4230131,3011.00,2019-03-17_20:30:53.948000
4230231,3014.00,2019-03-17_20:30:54.046000
4230331,3006.00,2019-03-17_20:30:54.203000
4230431,3019.00,2019-03-17_20:30:54.356000
4230531,3019.00,2019-03-17_20:30:54.463000
4230631,3003.00,2019-03-17_20:30:54.536000
4230731,3003.00,2019-03-17_20:30:54.586000
4230831,3011.00,2019-03-17_20:30:54.640000
4230931,3003.00,2019-03-17_20:30:54.745000
4231031,2999.00,2019-03-17_20:30:54.846000
4231131,3007.00,2019-03-17_20:30:54.946000
4231231,2999.00,2019-03-17_20:30:55.044000
4231331,2999.00,2019-03-17_20:30:55.146000
4231431,2998.00,2019-03-17_20:30:55.244000
4231531,3007.00,2019-03-17_20:30:55.348000
4231631,2997.00,2019-03-17_20:30:55.452000
4231731,2999.00,2019-03-17_20:30:55.594000
4231831,2991.00,2019-03-17_20:30:55.711000
4231931,2999.00,2019-03-17_20:30:55.815000
4232031,2987.00,2019-03-17_20:30:55.897000
4232131,2994.00,2019-03-17_20:30:55.968000
4232231,2995.00,2019-03-17_20:30:56.054000
4232331,2995.00,2019-03-17_20:30:56.146000
4232431,2997.00,2019-03-17_20:30:56.244000
4232531,2991.00,2019-03-17_20:30:56.344000
4232631,2995.00,2019-03-17_20:30:56.447000
4232731,2999.00,2019-03-17_20:30:56.595000
4232831,2997.00,2019-03-17_20:30:56.709000
4232931,2992.00,2019-03-17_20:30:56.827000
4233031,3003.00,2019-03-17_20:30:56.902000
4233131,2999.00,2019-03-17_20:30:56.954000
4233231,2999.00,2019-03-17_20:30:57.043000
4233331,3009.00,2019-03-17_20:30:57.146000
4233431,3019.00,2019-03-17_20:30:57.244000
4233531,3010.00,2019-03-17_20:30:57.346000
4233631,3001.00,2019-03-17_20:30:57.442000
4233731,3005.00,2019-03-17_20:30:57.549000
4233831,3025.00,2019-03-17_20:30:57.660000
4233931,3010.00,2019-03-17_20:30:57.746000
4234031,3013.00,2019-03-17_20:30:57.850000
4234131,3007.00,2019-03-17_20:30:57.982000
4234231,3026.00,2019-03-17_20:30:58.062000
4234331,3023.00,2019-03-17_20:30:58.144000
4234431,3031.00,2019-03-17_20:30:58.252000
4234531,3053.00,2019-03-17_20:30:58.415000
4234631,3053.00,2019-03-17_20:30:58.497000
4234731,3039.00,2019-03-17_20:30:58.552000
4234831,3043.00,2019-03-17_20:30:58.657000
4234931,3053.00,2019-03-17_20:30:58.744000
4235031,3047.00,2019-03-17_20:30:58.864000
4235131,3047.00,2019-03-17_20:30:59.065000
4235231,3056.00,2019-03-17_20:30:59.153000
4235331,3031.00,2019-03-17_20:30:59.227000
4235431,3056.00,2019-03-17_20:30:59.292000
4235531,3065.00,2019-03-17_20:30:59.418000
4235631,3043.00,2019-03-17_20:30:59.557000
4235731,3055.00,2019-03-17_20:30:59.721000
4235831,3055.00,2019-03-17_20:30:59.780000
4235931,3071.00,2019-03-17_20:30:59.835000
4236031,3086.00,2019-03-17_20:30:59.891000
4236131,3115.00,2019-03-17_20:30:59.954000
4236231,3111.00,2019-03-17_20:31:00.047000
4236331,3139.00,2019-03-17_20:31:00.146000
4236431,3151.00,2019-03-17_20:31:00.244000
4236531,3143.00,2019-03-17_20:31:00.350000
4236631,3142.00,2019-03-17_20:31:00.443000
4236731,3153.00,2019-03-17_20:31:00.546000
4236831,3143.00,2019-03-17_20:31:00.668000
4236931,3153.00,2019-03-17_20:31:00.806000
4237031,3167.00,2019-03-17_20:31:00.930000
4237131,3163.00,2019-03-17_20:31:00.987000
4237231,3493.00,2019-03-17_20:31:01.046000
4237331,3503.00,2019-03-17_20:31:01.149000
4237431,3463.00,2019-03-17_20:31:01.294000
4237531,3469.00,2019-03-17_20:31:01.454000
4237631,3523.00,2019-03-17_20:31:01.575000
4237731,3503.00,2019-03-17_20:31:01.698000
4237831,3535.00,2019-03-17_20:31:01.788000
4237931,3534.00,2019-03-17_20:31:01.930000
4238031,3511.00,2019-03-17_20:31:02.069000
4238131,3495.00,2019-03-17_20:31:02.180000
4238231,3491.00,2019-03-17_20:31:02.248000
4238331,3499.00,2019-03-17_20:31:02.343000
4238431,3477.00,2019-03-17_20:31:02.456000
4238531,3483.00,2019-03-17_20:31:02.593000
4238631,3475.00,2019-03-17_20:31:02.679000
4238731,3459.00,2019-03-17_20:31:02.793000
4238831,3471.00,2019-03-17_20:31:02.859000
4238931,3460.00,2019-03-17_20:31:02.959000
4239031,3455.00,2019-03-17_20:31:03.091000
4239131,3447.00,2019-03-17_20:31:03.239000
4239231,3439.00,2019-03-17_20:31:03.330000
4239331,3445.00,2019-03-17_20:31:03.382000
4239431,3405.00,2019-03-17_20:31:03.438000
4239531,3435.00,2019-03-17_20:31:03.595000
4239631,3423.00,2019-03-17_20:31:03.793000
4239731,3435.00,2019-03-17_20:31:03.851000
4239831,3407.00,2019-03-17_20:31:03.900000
4239931,3399.00,2019-03-17_20:31:03.956000
4240031,3395.00,2019-03-17_20:31:04.021000
4240131,3387.00,2019-03-17_20:31:04.144000
4240231,3378.00,2019-03-17_20:31:04.308000
4240331,3423.00,2019-03-17_20:31:04.402000
4240431,3359.00,2019-03-17_20:31:04.466000
4240531,3347.00,2019-03-17_20:31:04.546000
4240631,3344.00,2019-03-17_20:31:04.668000
4240731,3351.00,2019-03-17_20:31:04.824000
4240831,3326.00,2019-03-17_20:31:04.969000
4240931,3311.00,2019-03-17_20:31:05.063000
4241031,3301.00,2019-03-17_20:31:05.119000
4241131,3267.00,2019-03-17_20:31:05.177000
4241231,3213.00,2019-03-17_20:31:05.314000
4241331,3207.00,2019-03-17_20:31:05.399000
4241431,3207.00,2019-03-17_20:31:05.482000
4241531,3203.00,2019-03-17_20:31:05.554000
4241631,3203.00,2019-03-17_20:31:05.632000
4241731,3205.00,2019-03-17_20:31:05.689000
4241831,3197.00,2019-03-17_20:31:05.754000
4241931,3199.00,2019-03-17_20:31:05.847000
4242031,3206.00,2019-03-17_20:31:05.997000
4242131,3199.00,2019-03-17_20:31:06.164000
4242231,3191.00,2019-03-17_20:31:06.234000
4242331,3184.00,2019-03-17_20:31:06.299000
4242431,3179.00,2019-03-17_20:31:06.359000
4242531,3183.00,2019-03-17_20:31:06.436000
4242631,3183.00,2019-03-17_20:31:06.523000
4242731,3179.00,2019-03-17_20:31:06.615000
4242831,3189.00,2019-03-17_20:31:06.759000
4242931,3189.00,2019-03-17_20:31:06.826000
4243031,3203.00,2019-03-17_20:31:06.880000
4243131,3205.00,2019-03-17_20:31:06.976000
4243231,3199.00,2019-03-17_20:31:07.164000
4243331,3213.00,2019-03-17_20:31:07.348000
4243431,3211.00,2019-03-17_20:31:07.419000
4243531,3216.00,2019-03-17_20:31:07.493000
4243631,3227.00,2019-03-17_20:31:07.551000
4243731,3225.00,2019-03-17_20:31:07.726000
4243831,3223.00,2019-03-17_20:31:07.873000
4243931,3207.00,2019-03-17_20:31:07.968000
4244031,3229.00,2019-03-17_20:31:08.053000
4244131,3216.00,2019-03-17_20:31:08.149000
4244231,3214.00,2019-03-17_20:31:08.298000
4244331,3211.00,2019-03-17_20:31:08.471000
4244431,3203.00,2019-03-17_20:31:08.557000
4244531,3215.00,2019-03-17_20:31:08.634000
4244631,3219.00,2019-03-17_20:31:08.704000
4244731,3227.00,2019-03-17_20:31:08.798000
4244831,3222.00,2019-03-17_20:31:08.914000
4244931,3211.00,2019-03-17_20:31:09.130000
4245031,3203.00,2019-03-17_20:31:09.216000
4245131,3197.00,2019-03-17_20:31:09.306000
4245231,3197.00,2019-03-17_20:31:09.384000
4245331,3199.00,2019-03-17_20:31:09.546000
4245431,3199.00,2019-03-17_20:31:09.683000
4245531,3191.00,2019-03-17_20:31:09.736000
4245631,3191.00,2019-03-17_20:31:09.783000
4245731,3184.00,2019-03-17_20:31:09.853000
