2018-11-26_12:38:13.989000,1101.00,1859.00
2018-11-26_12:38:14.093000,1105.00,1901.00
2018-11-26_12:38:14.251000,1107.00,2010.00
2018-11-26_12:38:14.348000,1102.00,1968.00
2018-11-26_12:38:14.439000,1104.00,1977.00
2018-11-26_12:38:14.533000,1104.00,1963.00
2018-11-26_12:38:14.628000,1104.00,1983.00
2018-11-26_12:38:14.730000,1104.00,1987.00
2018-11-26_12:38:14.819000,1101.00,1949.00
2018-11-26_12:38:14.894000,1104.00,1966.00
2018-11-26_12:38:14.980000,1105.00,1905.00
2018-11-26_12:38:15.083000,1102.00,1989.00
2018-11-26_12:38:15.183000,1104.00,1946.00
2018-11-26_12:38:15.283000,1104.00,1910.00
2018-11-26_12:38:15.386000,1102.00,1973.00
2018-11-26_12:38:15.492000,1104.00,1984.00
2018-11-26_12:38:15.603000,1105.00,1951.00
2018-11-26_12:38:15.711000,1104.00,1891.00
2018-11-26_12:38:15.804000,1109.00,1968.00
2018-11-26_12:38:15.903000,1104.00,1936.00
2018-11-26_12:38:16.013000,1104.00,1983.00
2018-11-26_12:38:16.105000,1104.00,1959.00
2018-11-26_12:38:16.183000,1113.00,1931.00
2018-11-26_12:38:16.287000,1106.00,1899.00
2018-11-26_12:38:16.384000,1108.00,1937.00
2018-11-26_12:38:16.490000,1108.00,1920.00
2018-11-26_12:38:16.601000,1103.00,1904.00
2018-11-26_12:38:16.710000,1104.00,1927.00
2018-11-26_12:38:16.821000,1102.00,1926.00
2018-11-26_12:38:16.917000,1099.00,1943.00
2018-11-26_12:38:17.008000,1105.00,1919.00
2018-11-26_12:38:17.105000,1104.00,1920.00
2018-11-26_12:38:17.217000,1107.00,1943.00
2018-11-26_12:38:17.327000,1104.00,1955.00
2018-11-26_12:38:17.440000,1104.00,1904.00
2018-11-26_12:38:17.610000,1100.00,1920.00
2018-11-26_12:38:17.783000,1104.00,1919.00
2018-11-26_12:38:17.895000,1104.00,1926.00
2018-11-26_12:38:18.006000,1101.00,1966.00
2018-11-26_12:38:18.119000,1104.00,1927.00
2018-11-26_12:38:18.224000,1100.00,1975.00
2018-11-26_12:38:18.303000,1098.00,1936.00
2018-11-26_12:38:18.385000,1102.00,1937.00
2018-11-26_12:38:18.467000,1098.00,1893.00
2018-11-26_12:38:18.549000,1104.00,1931.00
2018-11-26_12:38:18.632000,1102.00,1903.00
2018-11-26_12:38:18.730000,1099.00,1935.00
2018-11-26_12:38:18.841000,1104.00,1901.00
2018-11-26_12:38:19.014000,1104.00,1932.00
2018-11-26_12:38:19.127000,1104.00,1929.00
2018-11-26_12:38:19.242000,1102.00,1904.00
