3230731,2365.00,1196.00,637.00,2019-03-17_20:14:14.569000
3230831,2367.00,1228.00,621.00,2019-03-17_20:14:14.697000
3230931,2359.00,1227.00,645.00,2019-03-17_20:14:14.806000
3231031,2367.00,1264.00,630.00,2019-03-17_20:14:14.876000
3231131,2359.00,1306.00,618.00,2019-03-17_20:14:14.958000
3231231,2366.00,1227.00,630.00,2019-03-17_20:14:15.058000
3231331,2363.00,1253.00,616.00,2019-03-17_20:14:15.166000
3231431,2357.00,1217.00,615.00,2019-03-17_20:14:15.292000
3231531,2359.00,1192.00,630.00,2019-03-17_20:14:15.419000
3231631,2367.00,1203.00,614.00,2019-03-17_20:14:15.541000
3231731,2366.00,1174.00,576.00,2019-03-17_20:14:15.623000
3231831,2374.00,1196.00,601.00,2019-03-17_20:14:15.711000
3231931,2383.00,1185.00,630.00,2019-03-17_20:14:15.789000
3232031,2384.00,1168.00,613.00,2019-03-17_20:14:15.864000
3232131,2384.00,1206.00,603.00,2019-03-17_20:14:15.960000
3232231,2389.00,1184.00,614.00,2019-03-17_20:14:16.060000
3232331,2389.00,1168.00,560.00,2019-03-17_20:14:16.158000
3232431,2394.00,1168.00,618.00,2019-03-17_20:14:16.260000
3232531,2407.00,1152.00,576.00,2019-03-17_20:14:16.358000
3232631,2405.00,1145.00,592.00,2019-03-17_20:14:16.459000
3232731,2409.00,1130.00,593.00,2019-03-17_20:14:16.556000
3232831,2403.00,1116.00,592.00,2019-03-17_20:14:16.660000
3232931,2407.00,1073.00,604.00,2019-03-17_20:14:16.759000
3233031,2413.00,1078.00,592.00,2019-03-17_20:14:16.859000
3233131,2413.00,1067.00,586.00,2019-03-17_20:14:16.959000
3233231,2413.00,1085.00,576.00,2019-03-17_20:14:17.059000
3233331,2416.00,1090.00,581.00,2019-03-17_20:14:17.160000
3233431,2415.00,1099.00,584.00,2019-03-17_20:14:17.261000
3233531,2413.00,1093.00,576.00,2019-03-17_20:14:17.358000
3233631,2409.00,1104.00,587.00,2019-03-17_20:14:17.462000
3233731,2406.00,1136.00,572.00,2019-03-17_20:14:17.561000
3233831,2415.00,1178.00,600.00,2019-03-17_20:14:17.659000
3233931,2416.00,1189.00,576.00,2019-03-17_20:14:17.759000
3234031,2421.00,1199.00,571.00,2019-03-17_20:14:17.857000
3234131,2430.00,1147.00,576.00,2019-03-17_20:14:17.960000
3234231,2416.00,1131.00,573.00,2019-03-17_20:14:18.061000
3234331,2410.00,1124.00,572.00,2019-03-17_20:14:18.159000
3234431,2414.00,1137.00,576.00,2019-03-17_20:14:18.257000
3234531,2403.00,1122.00,584.00,2019-03-17_20:14:18.389000
3234631,2405.00,1136.00,570.00,2019-03-17_20:14:18.470000
3234731,2395.00,1136.00,576.00,2019-03-17_20:14:18.560000
3234831,2391.00,1012.00,578.00,2019-03-17_20:14:18.669000
3234931,2406.00,1107.00,572.00,2019-03-17_20:14:18.817000
3235031,2406.00,1140.00,563.00,2019-03-17_20:14:18.900000
3235131,2405.00,1137.00,584.00,2019-03-17_20:14:18.982000
3235231,2403.00,1123.00,576.00,2019-03-17_20:14:19.059000
3235331,2404.00,1116.00,564.00,2019-03-17_20:14:19.160000
3235431,2407.00,1113.00,576.00,2019-03-17_20:14:19.259000
3235531,2406.00,1082.00,553.00,2019-03-17_20:14:19.359000
3235631,2411.00,1084.00,577.00,2019-03-17_20:14:19.456000
3235731,2407.00,1090.00,585.00,2019-03-17_20:14:19.561000
3235831,2399.00,1084.00,592.00,2019-03-17_20:14:19.664000
3235931,2399.00,1085.00,593.00,2019-03-17_20:14:19.761000
3236031,2391.00,1089.00,592.00,2019-03-17_20:14:19.866000
3236131,2391.00,1071.00,582.00,2019-03-17_20:14:19.995000
3236231,2391.00,1075.00,592.00,2019-03-17_20:14:20.054000
3236331,2413.00,1073.00,602.00,2019-03-17_20:14:20.158000
3236431,2416.00,1075.00,578.00,2019-03-17_20:14:20.260000
3236531,2385.00,1088.00,592.00,2019-03-17_20:14:20.361000
3236631,2389.00,1104.00,596.00,2019-03-17_20:14:20.462000
3236731,2389.00,1088.00,600.00,2019-03-17_20:14:20.556000
3236831,2389.00,1084.00,586.00,2019-03-17_20:14:20.659000
3236931,2390.00,1074.00,592.00,2019-03-17_20:14:20.759000
3237031,2384.00,1075.00,589.00,2019-03-17_20:14:20.858000
3237131,2387.00,1088.00,596.00,2019-03-17_20:14:20.960000
3237231,2387.00,1109.00,594.00,2019-03-17_20:14:21.055000
3237331,2387.00,1104.00,592.00,2019-03-17_20:14:21.157000
3237431,2387.00,1090.00,592.00,2019-03-17_20:14:21.262000
3237531,2387.00,1091.00,595.00,2019-03-17_20:14:21.363000
3237631,2384.00,1108.00,597.00,2019-03-17_20:14:21.479000
3237731,2384.00,1090.00,590.00,2019-03-17_20:14:21.562000
3237831,2390.00,1097.00,587.00,2019-03-17_20:14:21.681000
3237931,2384.00,1088.00,592.00,2019-03-17_20:14:21.758000
3238031,2389.00,1088.00,592.00,2019-03-17_20:14:21.859000
3238131,2387.00,1096.00,598.00,2019-03-17_20:14:21.962000
3238231,2387.00,1078.00,594.00,2019-03-17_20:14:22.068000
3238331,2385.00,1068.00,592.00,2019-03-17_20:14:22.159000
3238431,2387.00,1044.00,578.00,2019-03-17_20:14:22.256000
3238531,2387.00,1061.00,595.00,2019-03-17_20:14:22.357000
3238631,2385.00,1047.00,594.00,2019-03-17_20:14:22.459000
3238731,2386.00,1051.00,602.00,2019-03-17_20:14:22.561000
3238831,2385.00,1037.00,592.00,2019-03-17_20:14:22.665000
3238931,2391.00,1040.00,592.00,2019-03-17_20:14:22.823000
3239031,2389.00,1037.00,592.00,2019-03-17_20:14:22.909000
3239131,2391.00,1049.00,588.00,2019-03-17_20:14:22.978000
3239231,2393.00,1063.00,590.00,2019-03-17_20:14:23.058000
3239331,2394.00,1101.00,592.00,2019-03-17_20:14:23.162000
3239431,2398.00,1200.00,580.00,2019-03-17_20:14:23.277000
3239531,2395.00,1205.00,597.00,2019-03-17_20:14:23.384000
3239631,2394.00,1166.00,592.00,2019-03-17_20:14:23.465000
3239731,2385.00,1210.00,592.00,2019-03-17_20:14:23.557000
3239831,2391.00,1213.00,614.00,2019-03-17_20:14:23.679000
3239931,2390.00,1282.00,578.00,2019-03-17_20:14:23.803000
3240031,2394.00,1264.00,601.00,2019-03-17_20:14:23.890000
3240131,2390.00,1321.00,585.00,2019-03-17_20:14:23.997000
3240231,2387.00,1255.00,592.00,2019-03-17_20:14:24.126000
3240331,2393.00,1264.00,592.00,2019-03-17_20:14:24.260000
3240431,2389.00,1277.00,592.00,2019-03-17_20:14:24.376000
3240531,2391.00,1267.00,601.00,2019-03-17_20:14:24.481000
3240631,2393.00,1186.00,594.00,2019-03-17_20:14:24.557000
3240731,2391.00,1214.00,601.00,2019-03-17_20:14:24.615000
3240831,2386.00,1290.00,586.00,2019-03-17_20:14:24.721000
3240931,2390.00,1219.00,602.00,2019-03-17_20:14:24.776000
3241031,2399.00,1232.00,608.00,2019-03-17_20:14:24.859000
3241131,2399.00,1229.00,592.00,2019-03-17_20:14:24.995000
3241231,2397.00,1248.00,593.00,2019-03-17_20:14:25.111000
3241331,2385.00,1167.00,596.00,2019-03-17_20:14:25.191000
3241431,2394.00,1186.00,608.00,2019-03-17_20:14:25.303000
3241531,2394.00,1156.00,597.00,2019-03-17_20:14:25.356000
3241631,2391.00,1155.00,608.00,2019-03-17_20:14:25.464000
3241731,2398.00,1144.00,606.00,2019-03-17_20:14:25.588000
3241831,2398.00,1112.00,569.00,2019-03-17_20:14:25.715000
3241931,2390.00,1134.00,600.00,2019-03-17_20:14:25.864000
3242031,2470.00,1102.00,676.00,2019-03-17_20:14:25.948000
3242131,2416.00,1092.00,658.00,2019-03-17_20:14:26.040000
3242231,2381.00,1102.00,656.00,2019-03-17_20:14:26.122000
3242331,2366.00,1104.00,627.00,2019-03-17_20:14:26.217000
3242431,2374.00,1116.00,624.00,2019-03-17_20:14:26.325000
3242531,2351.00,1104.00,624.00,2019-03-17_20:14:26.446000
3242631,2346.00,1095.00,597.00,2019-03-17_20:14:26.509000
3242731,2372.00,1130.00,565.00,2019-03-17_20:14:26.598000
3242831,2407.00,1145.00,556.00,2019-03-17_20:14:26.694000
3242931,2423.00,1129.00,556.00,2019-03-17_20:14:26.785000
3243031,2426.00,1090.00,551.00,2019-03-17_20:14:26.885000
3243131,2426.00,1100.00,564.00,2019-03-17_20:14:26.967000
3243231,2430.00,1121.00,564.00,2019-03-17_20:14:27.059000
3243331,2438.00,1140.00,579.00,2019-03-17_20:14:27.161000
3243431,2427.00,1122.00,571.00,2019-03-17_20:14:27.303000
3243531,2419.00,1122.00,560.00,2019-03-17_20:14:27.424000
3243631,2419.00,1142.00,566.00,2019-03-17_20:14:27.536000
3243731,2423.00,1152.00,570.00,2019-03-17_20:14:27.648000
3243831,2429.00,1202.00,569.00,2019-03-17_20:14:27.738000
3243931,2426.00,1232.00,576.00,2019-03-17_20:14:27.823000
3244031,2421.00,1245.00,565.00,2019-03-17_20:14:27.908000
3244131,2422.00,1241.00,606.00,2019-03-17_20:14:28.019000
3244231,2422.00,1227.00,580.00,2019-03-17_20:14:28.164000
3244331,2417.00,1293.00,560.00,2019-03-17_20:14:28.259000
3244431,2421.00,1277.00,605.00,2019-03-17_20:14:28.380000
3244531,2421.00,1226.00,624.00,2019-03-17_20:14:28.468000
3244631,2417.00,1176.00,587.00,2019-03-17_20:14:28.601000
3244731,2417.00,1124.00,598.00,2019-03-17_20:14:28.752000
3244831,2418.00,1116.00,598.00,2019-03-17_20:14:28.837000
3244931,2416.00,1141.00,624.00,2019-03-17_20:14:28.938000
3245031,2421.00,1118.00,625.00,2019-03-17_20:14:29.042000
3245131,2419.00,1120.00,627.00,2019-03-17_20:14:29.159000
3245231,2416.00,1133.00,641.00,2019-03-17_20:14:29.300000
3245331,2416.00,1107.00,592.00,2019-03-17_20:14:29.448000
3245431,2421.00,1093.00,648.00,2019-03-17_20:14:29.537000
3245531,2417.00,1120.00,652.00,2019-03-17_20:14:29.593000
3245631,2421.00,1122.00,624.00,2019-03-17_20:14:29.651000
3245731,2429.00,1104.00,640.00,2019-03-17_20:14:29.749000
3245831,2431.00,1107.00,596.00,2019-03-17_20:14:29.870000
3245931,2431.00,1120.00,638.00,2019-03-17_20:14:29.962000
3246031,2430.00,1120.00,616.00,2019-03-17_20:14:30.064000
3246131,2431.00,1136.00,608.00,2019-03-17_20:14:30.168000
3246231,2429.00,1130.00,586.00,2019-03-17_20:14:30.264000
3246331,2431.00,1088.00,606.00,2019-03-17_20:14:30.354000
3246431,2429.00,1088.00,642.00,2019-03-17_20:14:30.444000
3246531,2431.00,1089.00,624.00,2019-03-17_20:14:30.528000
3246631,2434.00,1123.00,618.00,2019-03-17_20:14:30.625000
3246731,2431.00,1132.00,595.00,2019-03-17_20:14:30.725000
3246831,2429.00,1136.00,656.00,2019-03-17_20:14:30.823000
3246931,2430.00,1152.00,638.00,2019-03-17_20:14:30.910000
3247031,2431.00,1145.00,624.00,2019-03-17_20:14:31.000000
3247131,2434.00,1200.00,627.00,2019-03-17_20:14:31.086000
3247231,2431.00,1214.00,656.00,2019-03-17_20:14:31.151000
3247331,2431.00,1194.00,632.00,2019-03-17_20:14:31.204000
3247431,2434.00,1200.00,644.00,2019-03-17_20:14:31.275000
3247531,2431.00,1211.00,635.00,2019-03-17_20:14:31.359000
3247631,2435.00,1211.00,640.00,2019-03-17_20:14:31.458000
3247731,2431.00,1212.00,637.00,2019-03-17_20:14:31.559000
3247831,2434.00,1216.00,640.00,2019-03-17_20:14:31.665000
3247931,2437.00,1169.00,653.00,2019-03-17_20:14:31.795000
3248031,2438.00,1163.00,634.00,2019-03-17_20:14:31.884000
3248131,2431.00,1168.00,647.00,2019-03-17_20:14:31.966000
3248231,2431.00,1163.00,660.00,2019-03-17_20:14:32.055000
3248331,2433.00,1158.00,656.00,2019-03-17_20:14:32.157000
3248431,2435.00,1166.00,649.00,2019-03-17_20:14:32.258000
3248531,2431.00,1185.00,665.00,2019-03-17_20:14:32.360000
3248631,2431.00,1184.00,646.00,2019-03-17_20:14:32.455000
3248731,2434.00,1193.00,629.00,2019-03-17_20:14:32.559000
3248831,2433.00,1168.00,645.00,2019-03-17_20:14:32.659000
3248931,2433.00,1181.00,656.00,2019-03-17_20:14:32.759000
3249031,2437.00,1180.00,660.00,2019-03-17_20:14:32.858000
3249131,2431.00,1190.00,654.00,2019-03-17_20:14:32.956000
3249231,2437.00,1171.00,644.00,2019-03-17_20:14:33.056000
3249331,2438.00,1196.00,658.00,2019-03-17_20:14:33.159000
3249431,2443.00,1190.00,652.00,2019-03-17_20:14:33.260000
3249531,2438.00,1173.00,658.00,2019-03-17_20:14:33.358000
3249631,2443.00,1168.00,641.00,2019-03-17_20:14:33.456000
3249731,2447.00,1168.00,658.00,2019-03-17_20:14:33.556000
3249831,2439.00,1191.00,628.00,2019-03-17_20:14:33.659000
3249931,2443.00,1200.00,640.00,2019-03-17_20:14:33.763000
3250031,2447.00,1153.00,654.00,2019-03-17_20:14:33.895000
3250131,2443.00,1199.00,644.00,2019-03-17_20:14:33.962000
3250231,2443.00,1184.00,662.00,2019-03-17_20:14:34.056000
3250331,2447.00,1184.00,640.00,2019-03-17_20:14:34.160000
3250431,2447.00,1175.00,656.00,2019-03-17_20:14:34.267000
3250531,2448.00,1191.00,638.00,2019-03-17_20:14:34.398000
3250631,2448.00,1174.00,618.00,2019-03-17_20:14:34.539000
3250731,2450.00,1175.00,640.00,2019-03-17_20:14:34.609000
3250831,2453.00,1174.00,636.00,2019-03-17_20:14:34.662000
3250931,2455.00,1190.00,621.00,2019-03-17_20:14:34.761000
3251031,2466.00,1185.00,609.00,2019-03-17_20:14:34.896000
3251131,2465.00,1152.00,634.00,2019-03-17_20:14:34.992000
3251231,2459.00,1136.00,622.00,2019-03-17_20:14:35.083000
3251331,2471.00,1116.00,629.00,2019-03-17_20:14:35.181000
3251431,2478.00,1120.00,603.00,2019-03-17_20:14:35.259000
3251531,2475.00,1111.00,624.00,2019-03-17_20:14:35.362000
3251631,2477.00,1104.00,640.00,2019-03-17_20:14:35.484000
3251731,2474.00,1102.00,588.00,2019-03-17_20:14:35.595000
3251831,2477.00,1097.00,613.00,2019-03-17_20:14:35.727000
3251931,2478.00,1101.00,592.00,2019-03-17_20:14:35.842000
3252031,2475.00,1104.00,598.00,2019-03-17_20:14:35.923000
3252131,2479.00,1097.00,624.00,2019-03-17_20:14:36.003000
3252231,2480.00,1104.00,640.00,2019-03-17_20:14:36.080000
3252331,2477.00,1104.00,625.00,2019-03-17_20:14:36.162000
3252431,2471.00,1111.00,560.00,2019-03-17_20:14:36.259000
3252531,2475.00,1136.00,609.00,2019-03-17_20:14:36.357000
3252631,2481.00,1149.00,570.00,2019-03-17_20:14:36.459000
3252731,2480.00,1130.00,595.00,2019-03-17_20:14:36.561000
3252831,2482.00,1117.00,619.00,2019-03-17_20:14:36.661000
3252931,2479.00,1136.00,594.00,2019-03-17_20:14:36.761000
3253031,2487.00,1162.00,592.00,2019-03-17_20:14:36.874000
3253131,2494.00,1174.00,576.00,2019-03-17_20:14:36.975000
3253231,2491.00,1141.00,564.00,2019-03-17_20:14:37.096000
3253331,2491.00,1161.00,576.00,2019-03-17_20:14:37.192000
3253431,2495.00,1147.00,624.00,2019-03-17_20:14:37.292000
3253531,2486.00,1186.00,598.00,2019-03-17_20:14:37.407000
3253631,2495.00,1178.00,582.00,2019-03-17_20:14:37.518000
3253731,2495.00,1168.00,592.00,2019-03-17_20:14:37.593000
3253831,2487.00,1141.00,616.00,2019-03-17_20:14:37.669000
3253931,2485.00,1153.00,602.00,2019-03-17_20:14:37.769000
3254031,2496.00,1136.00,592.00,2019-03-17_20:14:37.895000
3254131,2495.00,1166.00,597.00,2019-03-17_20:14:37.993000
3254231,2487.00,1160.00,592.00,2019-03-17_20:14:38.109000
3254331,2493.00,1131.00,587.00,2019-03-17_20:14:38.187000
3254431,2493.00,1101.00,610.00,2019-03-17_20:14:38.267000
3254531,2487.00,1094.00,598.00,2019-03-17_20:14:38.373000
3254631,2486.00,1076.00,603.00,2019-03-17_20:14:38.456000
3254731,2491.00,1088.00,602.00,2019-03-17_20:14:38.557000
