time,heart,breath,gsr,date
594631,3973,1569,1623,2019-03-11_13:03:24.947000
594731,3975,1571,1620,2019-03-11_13:03:25.180000
594831,3973,1568,1609,2019-03-11_13:03:25.286000
594931,3967,1572,1568,2019-03-11_13:03:25.395000
595031,3975,1570,1602,2019-03-11_13:03:25.586000
595131,3975,1571,1593,2019-03-11_13:03:25.661000
595231,3967,1563,1593,2019-03-11_13:03:25.758000
595331,3979,1562,1613,2019-03-11_13:03:26.028000
595431,3967,1566,1584,2019-03-11_13:03:26.143000
595531,3975,1567,1600,2019-03-11_13:03:26.222000
595631,3975,1571,1588,2019-03-11_13:03:26.318000
595731,3983,1570,1575,2019-03-11_13:03:26.394000
595831,3982,1569,1609,2019-03-11_13:03:26.474000
595931,3971,1569,1600,2019-03-11_13:03:26.546000
596031,3967,1566,1586,2019-03-11_13:03:26.635000
596131,3979,1563,1570,2019-03-11_13:03:26.690000
596231,3975,1571,1588,2019-03-11_13:03:26.770000
596331,3975,1566,1602,2019-03-11_13:03:26.905000
596431,3967,1566,1593,2019-03-11_13:03:27.042000
596531,3947,1565,1598,2019-03-11_13:03:27.252000
596631,3975,1573,1565,2019-03-11_13:03:27.441000
596731,3983,1564,1604,2019-03-11_13:03:27.499000
596831,3981,1574,1597,2019-03-11_13:03:27.674000
596931,3975,1570,1585,2019-03-11_13:03:27.753000
597031,3981,1571,1567,2019-03-11_13:03:27.815000
597131,3967,1564,1586,2019-03-11_13:03:27.962000
597231,3967,1570,1623,2019-03-11_13:03:28.159000
597331,3967,1565,1604,2019-03-11_13:03:28.361000
597431,3974,1555,1586,2019-03-11_13:03:28.529000
597531,3973,1514,1617,2019-03-11_13:03:28.603000
597631,3975,1568,1622,2019-03-11_13:03:28.681000
597731,3971,1573,1594,2019-03-11_13:03:28.744000
597831,3979,1569,1615,2019-03-11_13:03:28.910000
597931,3975,1569,1601,2019-03-11_13:03:29.020000
598031,3975,1572,1616,2019-03-11_13:03:29.207000
598131,3975,1570,1642,2019-03-11_13:03:29.374000
598231,3975,1567,1625,2019-03-11_13:03:29.594000
598331,3981,1566,1648,2019-03-11_13:03:29.709000
598431,3977,1570,1616,2019-03-11_13:03:29.805000
598531,3967,1569,1628,2019-03-11_13:03:29.928000
598631,3990,1568,1636,2019-03-11_13:03:30.072000
598731,3975,1571,1646,2019-03-11_13:03:30.255000
598831,3967,1568,1648,2019-03-11_13:03:30.343000
598931,3981,1565,1673,2019-03-11_13:03:30.461000
599031,3967,1568,1664,2019-03-11_13:03:30.665000
599131,3981,1565,1687,2019-03-11_13:03:30.801000
599231,3967,1569,1680,2019-03-11_13:03:30.873000
599331,3975,1569,1671,2019-03-11_13:03:30.974000
599431,3963,1571,1697,2019-03-11_13:03:31.183000
599531,3975,1569,1665,2019-03-11_13:03:31.339000
599631,3975,1566,1690,2019-03-11_13:03:31.418000
599731,3975,1566,1679,2019-03-11_13:03:31.668000
599831,3979,1571,1692,2019-03-11_13:03:31.859000
599931,3967,1570,1688,2019-03-11_13:03:32.025000
600031,3967,1566,1697,2019-03-11_13:03:32.249000
600131,3971,1567,1690,2019-03-11_13:03:32.432000
600231,3975,1568,1696,2019-03-11_13:03:32.503000
600331,3967,1571,1700,2019-03-11_13:03:32.590000
600431,3971,1568,1691,2019-03-11_13:03:32.799000
600531,3973,1590,1694,2019-03-11_13:03:32.920000
600631,3967,1565,1693,2019-03-11_13:03:33.008000
600731,3967,1564,1695,2019-03-11_13:03:33.116000
600831,3967,1571,1685,2019-03-11_13:03:33.223000
600931,3967,1568,1689,2019-03-11_13:03:33.380000
601031,3973,1569,1693,2019-03-11_13:03:33.515000
601131,3975,1567,1682,2019-03-11_13:03:33.585000
601231,3967,1568,1697,2019-03-11_13:03:33.730000
601331,3975,1571,1702,2019-03-11_13:03:34.063000
601431,3979,1579,1691,2019-03-11_13:03:34.255000
601531,3973,1579,1697,2019-03-11_13:03:34.405000
601631,3967,1569,1698,2019-03-11_13:03:34.579000
601731,3991,1565,1689,2019-03-11_13:03:34.807000
601831,3975,1569,1701,2019-03-11_13:03:34.879000
601931,3979,1562,1706,2019-03-11_13:03:35.058000
602031,3967,1575,1696,2019-03-11_13:03:35.162000
602131,3975,1571,1687,2019-03-11_13:03:35.258000
602231,3965,1573,1686,2019-03-11_13:03:35.395000
602331,3967,1573,1680,2019-03-11_13:03:35.542000
602431,3967,1568,1675,2019-03-11_13:03:35.704000
602531,3973,1564,1670,2019-03-11_13:03:35.888000
602631,3979,1568,1678,2019-03-11_13:03:36.061000
602731,3975,1571,1682,2019-03-11_13:03:36.172000
602831,3967,1572,1662,2019-03-11_13:03:36.334000
602931,3975,1568,1703,2019-03-11_13:03:36.634000
603031,3975,1569,1711,2019-03-11_13:03:36.890000
603131,3973,1568,1712,2019-03-11_13:03:37.074000
603231,3975,1568,1711,2019-03-11_13:03:37.189000
603331,3975,1569,1715,2019-03-11_13:03:37.365000
603431,3975,1570,1713,2019-03-11_13:03:37.450000
603531,3979,1584,1710,2019-03-11_13:03:37.553000
603631,3975,1576,1701,2019-03-11_13:03:37.633000
603731,3975,1577,1697,2019-03-11_13:03:37.811000
603831,3979,1567,1737,2019-03-11_13:03:38.051000
603931,3981,1571,1701,2019-03-11_13:03:38.291000
604031,3973,1573,1715,2019-03-11_13:03:38.401000
604131,3967,1568,1738,2019-03-11_13:03:38.595000
604231,3973,1569,1725,2019-03-11_13:03:38.777000
604331,3975,1573,1728,2019-03-11_13:03:39.027000
604431,3967,1572,1737,2019-03-11_13:03:39.262000
604531,3967,1572,1727,2019-03-11_13:03:39.390000
604631,3967,1568,1732,2019-03-11_13:03:39.686000
604731,3975,1571,1669,2019-03-11_13:03:39.903000
604831,3975,1570,1715,2019-03-11_13:03:40.361000
604931,3967,1565,1707,2019-03-11_13:03:40.480000
605031,3983,1571,1695,2019-03-11_13:03:40.532000
605131,3979,1568,1713,2019-03-11_13:03:40.610000
605231,3975,1568,1719,2019-03-11_13:03:40.676000
605331,3975,1568,1712,2019-03-11_13:03:40.852000
605431,3975,1568,1712,2019-03-11_13:03:41.008000
605531,3975,1568,1700,2019-03-11_13:03:41.247000
605631,3979,1574,1693,2019-03-11_13:03:41.470000
605731,3975,1577,1690,2019-03-11_13:03:41.635000
605831,3975,1568,1691,2019-03-11_13:03:41.700000
605931,3975,1572,1708,2019-03-11_13:03:41.755000
606031,3975,1535,1694,2019-03-11_13:03:42.094000
606131,3973,1579,1632,2019-03-11_13:03:42.316000
606231,3958,1571,1664,2019-03-11_13:03:42.660000
606331,3977,1570,1621,2019-03-11_13:03:42.735000
606431,3977,1567,1681,2019-03-11_13:03:42.838000
606531,3973,1572,1658,2019-03-11_13:03:43.014000
606631,3975,1574,1670,2019-03-11_13:03:43.193000
606731,3975,1573,1680,2019-03-11_13:03:43.331000
606831,3983,1572,1678,2019-03-11_13:03:43.490000
606931,3967,1570,1679,2019-03-11_13:03:43.719000
607031,3973,1568,1680,2019-03-11_13:03:43.802000
607131,3967,1568,1676,2019-03-11_13:03:43.873000
607231,3967,1563,1680,2019-03-11_13:03:43.954000
607331,3967,1562,1615,2019-03-11_13:03:44.159000
607431,3967,1567,1682,2019-03-11_13:03:44.318000
607531,3973,1619,1673,2019-03-11_13:03:44.406000
607631,3967,1565,1669,2019-03-11_13:03:44.578000
607731,3967,1563,1671,2019-03-11_13:03:44.753000
607831,3967,1565,1674,2019-03-11_13:03:44.964000
607931,3975,1563,1682,2019-03-11_13:03:45.080000
608031,3983,1569,1638,2019-03-11_13:03:45.280000
608131,3975,1570,1646,2019-03-11_13:03:45.407000
608231,3967,1569,1607,2019-03-11_13:03:45.624000
608331,3971,1575,1670,2019-03-11_13:03:45.805000
608431,3975,1566,1666,2019-03-11_13:03:45.912000
608531,3975,1566,1675,2019-03-11_13:03:45.991000
608631,3967,1567,1646,2019-03-11_13:03:46.085000
608731,3967,1535,1593,2019-03-11_13:03:46.175000
608831,3990,1574,1616,2019-03-11_13:03:46.365000
608931,3981,1567,1613,2019-03-11_13:03:46.573000
609031,3979,1566,1582,2019-03-11_13:03:46.727000
609131,3975,1566,1607,2019-03-11_13:03:46.881000
609231,3971,1567,1584,2019-03-11_13:03:46.990000
609331,3967,1568,1575,2019-03-11_13:03:47.155000
609431,3973,1570,1585,2019-03-11_13:03:47.315000
609531,3975,1569,1616,2019-03-11_13:03:47.385000
609631,3975,1568,1596,2019-03-11_13:03:47.523000
609731,3967,1577,1593,2019-03-11_13:03:47.610000
609831,3975,1570,1581,2019-03-11_13:03:47.730000
609931,3967,1563,1603,2019-03-11_13:03:47.850000
610031,3967,1566,1600,2019-03-11_13:03:47.925000
610131,3965,1572,1590,2019-03-11_13:03:48.013000
610231,3967,1563,1578,2019-03-11_13:03:48.102000
610331,3973,1566,1535,2019-03-11_13:03:48.301000
610431,3973,1565,1586,2019-03-11_13:03:48.446000
610531,3975,1569,1593,2019-03-11_13:03:48.930000
610631,3959,1567,1584,2019-03-11_13:03:48.997000
610731,3967,1566,1579,2019-03-11_13:03:49.058000
610831,3975,1567,1535,2019-03-11_13:03:49.117000
610931,3975,1567,1584,2019-03-11_13:03:49.210000
611031,3973,1568,1578,2019-03-11_13:03:49.349000
611131,3975,1561,1587,2019-03-11_13:03:49.552000
611231,3975,1566,1583,2019-03-11_13:03:49.786000
611331,3974,1568,1584,2019-03-11_13:03:49.877000
611431,3975,1561,1575,2019-03-11_13:03:49.978000
611531,3975,1566,1568,2019-03-11_13:03:50.150000
611631,3975,1568,1574,2019-03-11_13:03:50.225000
611731,3967,1557,1586,2019-03-11_13:03:50.353000
611831,3979,1564,1575,2019-03-11_13:03:50.467000
611931,3981,1566,1526,2019-03-11_13:03:50.682000
612031,3983,1570,1529,2019-03-11_13:03:50.801000
612131,3981,1568,1519,2019-03-11_13:03:51.062000
612231,3975,1568,1506,2019-03-11_13:03:51.295000
612331,3979,1568,1509,2019-03-11_13:03:51.430000
612431,3983,1565,1535,2019-03-11_13:03:51.497000
612531,3975,1568,1498,2019-03-11_13:03:51.728000
612631,3967,1570,1489,2019-03-11_13:03:51.926000
612731,3975,1567,1488,2019-03-11_13:03:52.086000
612831,3995,1565,1481,2019-03-11_13:03:52.193000
612931,3975,1565,1456,2019-03-11_13:03:52.345000
613031,3974,1570,1456,2019-03-11_13:03:52.401000
613131,3983,1566,1449,2019-03-11_13:03:52.467000
613231,3967,1565,1449,2019-03-11_13:03:52.532000
613331,3979,1566,1434,2019-03-11_13:03:52.681000
613431,3975,1565,1424,2019-03-11_13:03:52.949000
613531,3983,1566,1424,2019-03-11_13:03:53.256000
613631,3981,1567,1426,2019-03-11_13:03:53.360000
613731,3975,1571,1413,2019-03-11_13:03:53.495000
613831,3973,1535,1406,2019-03-11_13:03:53.590000
613931,3983,1568,1402,2019-03-11_13:03:53.658000
614031,3983,1572,1410,2019-03-11_13:03:53.759000
614131,3983,1567,1392,2019-03-11_13:03:54.121000
614231,3973,1566,1378,2019-03-11_13:03:54.456000
614331,3975,1568,1386,2019-03-11_13:03:54.555000
614431,3983,1567,1397,2019-03-11_13:03:54.650000
614531,3967,1565,1387,2019-03-11_13:03:54.768000
614631,3981,1566,1378,2019-03-11_13:03:54.958000
614731,3973,1568,1360,2019-03-11_13:03:55.154000
614831,3998,1568,1360,2019-03-11_13:03:55.379000
614931,3983,1567,1381,2019-03-11_13:03:55.595000
615031,3981,1570,1374,2019-03-11_13:03:55.711000
615131,3975,1566,1354,2019-03-11_13:03:55.777000
615231,3975,1563,1336,2019-03-11_13:03:55.928000
615331,3975,1568,1326,2019-03-11_13:03:56.192000
615431,3974,1562,1359,2019-03-11_13:03:56.324000
615531,3974,1569,1341,2019-03-11_13:03:56.493000
615631,3983,1568,1332,2019-03-11_13:03:56.590000
615731,3975,1566,1328,2019-03-11_13:03:56.800000
615831,3981,1562,1305,2019-03-11_13:03:57.032000
615931,3975,1597,1344,2019-03-11_13:03:57.165000
616031,3975,1562,1296,2019-03-11_13:03:57.325000
616131,3983,1566,1280,2019-03-11_13:03:57.482000
616231,3983,1584,1326,2019-03-11_13:03:57.551000
616331,3981,1567,1296,2019-03-11_13:03:57.631000
616431,3979,1558,1282,2019-03-11_13:03:57.704000
616531,3981,1563,1294,2019-03-11_13:03:57.784000
616631,3967,1567,1269,2019-03-11_13:03:57.937000
616731,3983,1563,1317,2019-03-11_13:03:58.105000
616831,3982,1566,1264,2019-03-11_13:03:58.299000
616931,3981,1567,1270,2019-03-11_13:03:58.506000
617031,3979,1562,1300,2019-03-11_13:03:58.599000
617131,3965,1563,1289,2019-03-11_13:03:58.747000
617231,3973,1565,1265,2019-03-11_13:03:58.809000
617331,3975,1563,1304,2019-03-11_13:03:58.975000
617431,3983,1565,1280,2019-03-11_13:03:59.275000
617531,3981,1581,1280,2019-03-11_13:03:59.445000
617631,3975,1566,1257,2019-03-11_13:03:59.608000
617731,3975,1580,1275,2019-03-11_13:03:59.715000
617831,3967,1559,1292,2019-03-11_13:03:59.784000
617931,3979,1569,1280,2019-03-11_13:03:59.869000
618031,3983,1565,1273,2019-03-11_13:04:00.004000
618131,3975,1569,1289,2019-03-11_13:04:00.202000
618231,3974,1567,1264,2019-03-11_13:04:00.376000
618331,3974,1568,1258,2019-03-11_13:04:00.523000
618431,3975,1569,1236,2019-03-11_13:04:00.703000
618531,3975,1563,1271,2019-03-11_13:04:00.858000
618631,3975,1568,1228,2019-03-11_13:04:00.988000
618731,3979,1568,1269,2019-03-11_13:04:01.116000
618831,3983,1558,1237,2019-03-11_13:04:01.208000
618931,3931,1569,1274,2019-03-11_13:04:01.464000
619031,3974,1564,1232,2019-03-11_13:04:01.666000
619131,3975,1563,1237,2019-03-11_13:04:01.897000
619231,3975,1566,1264,2019-03-11_13:04:01.990000
619331,3967,1566,1298,2019-03-11_13:04:02.071000
619431,3971,1562,1280,2019-03-11_13:04:02.191000
619531,3975,1561,1295,2019-03-11_13:04:02.364000
619631,3975,1565,1280,2019-03-11_13:04:02.581000
619731,3979,1623,1293,2019-03-11_13:04:02.775000
619831,3975,1535,1274,2019-03-11_13:04:02.915000
619931,3978,1568,1296,2019-03-11_13:04:02.982000
620031,3967,1563,1296,2019-03-11_13:04:03.064000
620131,3975,1563,1283,2019-03-11_13:04:03.161000
620231,3975,1565,1323,2019-03-11_13:04:03.229000
620331,3983,1583,1304,2019-03-11_13:04:03.497000
620431,3983,1561,1357,2019-03-11_13:04:03.635000
620531,3975,1565,1310,2019-03-11_13:04:03.957000
620631,3979,1566,1324,2019-03-11_13:04:04.120000
620731,3979,1567,1345,2019-03-11_13:04:04.314000
620831,3975,1563,1339,2019-03-11_13:04:04.421000
620931,3983,1563,1344,2019-03-11_13:04:04.524000
621031,3967,1566,1349,2019-03-11_13:04:04.645000
621131,3981,1573,1344,2019-03-11_13:04:04.860000
621231,3967,1563,1344,2019-03-11_13:04:04.922000
621331,3975,1566,1342,2019-03-11_13:04:05.108000
621431,3981,1569,1353,2019-03-11_13:04:05.250000
621531,3975,1559,1345,2019-03-11_13:04:05.347000
621631,3975,1566,1348,2019-03-11_13:04:05.422000
621731,3975,1566,1332,2019-03-11_13:04:05.522000
621831,3983,1568,1360,2019-03-11_13:04:05.836000
621931,3981,1562,1345,2019-03-11_13:04:05.984000
622031,3975,1558,1344,2019-03-11_13:04:06.084000
622131,3979,1562,1356,2019-03-11_13:04:06.359000
622231,3953,1584,1360,2019-03-11_13:04:06.494000
622331,3967,1561,1359,2019-03-11_13:04:06.628000
622431,3975,1566,1362,2019-03-11_13:04:06.934000
622531,3975,1559,1358,2019-03-11_13:04:07.171000
622631,3971,1566,1347,2019-03-11_13:04:07.416000
622731,3967,1563,1360,2019-03-11_13:04:07.492000
622831,3983,1535,1360,2019-03-11_13:04:07.564000
622931,3975,1566,1364,2019-03-11_13:04:07.664000
623031,3979,1567,1375,2019-03-11_13:04:07.772000
623131,3967,1565,1373,2019-03-11_13:04:07.954000
623231,3967,1561,1370,2019-03-11_13:04:08.202000
623331,3975,1567,1360,2019-03-11_13:04:08.256000
623431,3975,1565,1375,2019-03-11_13:04:08.438000
623531,3981,1559,1362,2019-03-11_13:04:08.490000
623631,3967,1565,1353,2019-03-11_13:04:08.564000
623731,3975,1567,1373,2019-03-11_13:04:08.693000
623831,3967,1568,1357,2019-03-11_13:04:08.844000
623931,3975,1569,1364,2019-03-11_13:04:09.028000
624031,3975,1570,1357,2019-03-11_13:04:09.140000
624131,3967,1562,1361,2019-03-11_13:04:09.237000
624231,3971,1561,1378,2019-03-11_13:04:09.420000
624331,3983,1572,1387,2019-03-11_13:04:09.617000
624431,3967,1563,1381,2019-03-11_13:04:09.842000
624531,3979,1566,1385,2019-03-11_13:04:10.079000
624631,3979,1564,1398,2019-03-11_13:04:10.303000
624731,3967,1567,1392,2019-03-11_13:04:10.477000
624831,3975,1563,1394,2019-03-11_13:04:10.604000
624931,3967,1568,1385,2019-03-11_13:04:10.731000
625031,3977,1565,1379,2019-03-11_13:04:10.830000
625131,3977,1568,1377,2019-03-11_13:04:10.889000
625231,3979,1565,1383,2019-03-11_13:04:11.061000
625331,3983,1565,1386,2019-03-11_13:04:11.295000
625431,3975,1565,1387,2019-03-11_13:04:11.566000
625531,3975,1567,1414,2019-03-11_13:04:11.710000
625631,3981,1564,1414,2019-03-11_13:04:11.783000
625731,3971,1571,1397,2019-03-11_13:04:11.913000
625831,3974,1565,1388,2019-03-11_13:04:11.985000
625931,3967,1563,1419,2019-03-11_13:04:12.089000
626031,3981,1566,1400,2019-03-11_13:04:12.315000
626131,3967,1568,1392,2019-03-11_13:04:12.586000
626231,3975,1571,1403,2019-03-11_13:04:12.888000
626331,3975,1562,1443,2019-03-11_13:04:12.990000
626431,3975,1568,1427,2019-03-11_13:04:13.171000
626531,3975,1567,1435,2019-03-11_13:04:13.226000
626631,3975,1563,1415,2019-03-11_13:04:13.422000
626731,3979,1561,1421,2019-03-11_13:04:13.544000
626831,3967,1563,1419,2019-03-11_13:04:13.658000
626931,3967,1567,1408,2019-03-11_13:04:13.858000
627031,3967,1565,1410,2019-03-11_13:04:14.008000
627131,3983,1568,1424,2019-03-11_13:04:14.162000
627231,3975,1565,1434,2019-03-11_13:04:14.370000
627331,3975,1557,1416,2019-03-11_13:04:14.582000
627431,3967,1564,1418,2019-03-11_13:04:14.755000
627531,3981,1562,1413,2019-03-11_13:04:14.869000
627631,3979,1562,1434,2019-03-11_13:04:14.972000
627731,3975,1557,1478,2019-03-11_13:04:15.059000
627831,3983,1566,1426,2019-03-11_13:04:15.167000
627931,3967,1565,1456,2019-03-11_13:04:15.260000
628031,3979,1563,1434,2019-03-11_13:04:15.383000
628131,3971,1563,1450,2019-03-11_13:04:15.568000
628231,3974,1566,1488,2019-03-11_13:04:15.692000
628331,3979,1561,1453,2019-03-11_13:04:15.929000
628431,3978,1571,1463,2019-03-11_13:04:16.090000
628531,3967,1568,1484,2019-03-11_13:04:16.351000
628631,3975,1562,1461,2019-03-11_13:04:16.496000
628731,3967,1563,1469,2019-03-11_13:04:16.693000
628831,3979,1562,1472,2019-03-11_13:04:16.861000
628931,3975,1570,1479,2019-03-11_13:04:16.994000
629031,3967,1566,1467,2019-03-11_13:04:17.239000
629131,3975,1566,1504,2019-03-11_13:04:17.405000
629231,3975,1562,1474,2019-03-11_13:04:17.474000
629331,3967,1571,1468,2019-03-11_13:04:17.567000
629431,3979,1568,1466,2019-03-11_13:04:17.815000
629531,3979,1562,1466,2019-03-11_13:04:18.037000
629631,3975,1563,1478,2019-03-11_13:04:18.234000
629731,3967,1564,1465,2019-03-11_13:04:18.468000
629831,3975,1535,1456,2019-03-11_13:04:18.660000
629931,3975,1561,1491,2019-03-11_13:04:18.831000
630031,3979,1535,1482,2019-03-11_13:04:19.024000
630131,3983,1562,1503,2019-03-11_13:04:19.325000
630231,3975,1566,1457,2019-03-11_13:04:19.456000
630331,3975,1557,1516,2019-03-11_13:04:19.589000
630431,3975,1563,1494,2019-03-11_13:04:19.819000
630531,3967,1568,1448,2019-03-11_13:04:19.974000
630631,3979,1563,1517,2019-03-11_13:04:20.083000
630731,3981,1535,1495,2019-03-11_13:04:20.247000
630831,3975,1567,1450,2019-03-11_13:04:20.372000
630931,3975,1535,1454,2019-03-11_13:04:20.498000
631031,3971,1567,1467,2019-03-11_13:04:20.631000
631131,3974,1563,1450,2019-03-11_13:04:20.702000
631231,3973,1566,1442,2019-03-11_13:04:20.880000
631331,3981,1563,1441,2019-03-11_13:04:21.152000
631431,3967,1563,1454,2019-03-11_13:04:21.288000
631531,3967,1566,1436,2019-03-11_13:04:21.553000
631631,3979,1560,1444,2019-03-11_13:04:21.655000
631731,3971,1563,1430,2019-03-11_13:04:21.762000
631831,3975,1562,1409,2019-03-11_13:04:21.958000
631931,3979,1564,1457,2019-03-11_13:04:22.227000
632031,3927,1565,1424,2019-03-11_13:04:22.433000
632131,3983,1561,1424,2019-03-11_13:04:22.553000
632231,3967,1565,1397,2019-03-11_13:04:22.613000
632331,3975,1570,1392,2019-03-11_13:04:22.748000
632431,3975,1563,1409,2019-03-11_13:04:22.853000
632531,3967,1568,1392,2019-03-11_13:04:23.122000
632631,3983,1566,1401,2019-03-11_13:04:23.313000
632731,3971,1561,1396,2019-03-11_13:04:23.552000
632831,3975,1535,1385,2019-03-11_13:04:23.678000
632931,3975,1559,1373,2019-03-11_13:04:23.773000
633031,3975,1564,1376,2019-03-11_13:04:23.844000
633131,3979,1562,1376,2019-03-11_13:04:23.902000
633231,3975,1568,1388,2019-03-11_13:04:23.977000
633331,3981,1565,1376,2019-03-11_13:04:24.258000
633431,3981,1565,1384,2019-03-11_13:04:24.567000
633531,3975,1558,1371,2019-03-11_13:04:24.777000
633631,3975,1556,1369,2019-03-11_13:04:24.891000
633731,3981,1561,1374,2019-03-11_13:04:24.984000
633831,3981,1561,1376,2019-03-11_13:04:25.149000
633931,3975,1559,1385,2019-03-11_13:04:25.273000
634031,3983,1565,1360,2019-03-11_13:04:25.375000
634131,4007,1565,1365,2019-03-11_13:04:25.523000
634231,3998,1563,1370,2019-03-11_13:04:25.647000
634331,3975,1556,1375,2019-03-11_13:04:25.798000
634431,3975,1565,1368,2019-03-11_13:04:25.986000
634531,3981,1567,1360,2019-03-11_13:04:26.116000
634631,3973,1561,1361,2019-03-11_13:04:26.221000
634731,3975,1566,1360,2019-03-11_13:04:26.353000
634831,3978,1562,1354,2019-03-11_13:04:26.567000
634931,3979,1535,1362,2019-03-11_13:04:26.780000
635031,3985,1559,1360,2019-03-11_13:04:26.957000
635131,3975,1566,1358,2019-03-11_13:04:27.061000
635231,3975,1565,1360,2019-03-11_13:04:27.336000
635331,3981,1569,1360,2019-03-11_13:04:27.408000
635431,3975,1566,1360,2019-03-11_13:04:27.578000
635531,3979,1574,1361,2019-03-11_13:04:27.780000
635631,3981,1562,1349,2019-03-11_13:04:27.900000
635731,3975,1563,1366,2019-03-11_13:04:28.026000
635831,3973,1564,1365,2019-03-11_13:04:28.193000
635931,3975,1533,1360,2019-03-11_13:04:28.302000
636031,3974,1533,1355,2019-03-11_13:04:28.377000
636131,3987,1531,1379,2019-03-11_13:04:28.642000
636231,3979,1535,1353,2019-03-11_13:04:28.763000
636331,3983,1533,1351,2019-03-11_13:04:28.899000
636431,3975,1534,1334,2019-03-11_13:04:29.049000
636531,3982,1535,1349,2019-03-11_13:04:29.204000
636631,3975,1534,1350,2019-03-11_13:04:29.336000
636731,3975,1535,1344,2019-03-11_13:04:29.450000
636831,3979,1526,1344,2019-03-11_13:04:29.674000
636931,3983,1535,1344,2019-03-11_13:04:29.865000
637031,3967,1535,1344,2019-03-11_13:04:30.008000
637131,3983,1525,1335,2019-03-11_13:04:30.117000
637231,3983,1533,1342,2019-03-11_13:04:30.231000
637331,3975,1535,1343,2019-03-11_13:04:30.351000
637431,3943,1529,1328,2019-03-11_13:04:30.442000
637531,3975,1528,1341,2019-03-11_13:04:30.623000
637631,3975,1526,1333,2019-03-11_13:04:30.768000
637731,3981,1532,1330,2019-03-11_13:04:31.130000
637831,3975,1531,1328,2019-03-11_13:04:31.334000
637931,3975,1531,1345,2019-03-11_13:04:31.481000
638031,3967,1534,1321,2019-03-11_13:04:31.644000
638131,3967,1530,1314,2019-03-11_13:04:31.835000
638231,3975,1531,1322,2019-03-11_13:04:32.132000
638331,3975,1535,1325,2019-03-11_13:04:32.397000
638431,3979,1534,1340,2019-03-11_13:04:32.527000
638531,3979,1529,1331,2019-03-11_13:04:32.664000
638631,3979,1531,1334,2019-03-11_13:04:32.730000
638731,3967,1535,1317,2019-03-11_13:04:32.952000
638831,3979,1535,1300,2019-03-11_13:04:33.116000
638931,3979,1534,1280,2019-03-11_13:04:33.248000
639031,3967,1535,1319,2019-03-11_13:04:33.379000
639131,3967,1534,1325,2019-03-11_13:04:33.539000
639231,3967,1535,1293,2019-03-11_13:04:33.627000
639331,3979,1529,1322,2019-03-11_13:04:33.810000
639431,3975,1534,1310,2019-03-11_13:04:33.941000
639531,3979,1525,1328,2019-03-11_13:04:34.076000
639631,3967,1526,1291,2019-03-11_13:04:34.341000
639731,3975,1531,1264,2019-03-11_13:04:34.516000
639831,3967,1529,1282,2019-03-11_13:04:34.720000
639931,3975,1533,1316,2019-03-11_13:04:34.903000
640031,3975,1534,1299,2019-03-11_13:04:35.080000
640131,3971,1527,1270,2019-03-11_13:04:35.314000
640231,3975,1534,1296,2019-03-11_13:04:35.581000
640331,3967,1518,1293,2019-03-11_13:04:35.753000
640431,3975,1531,1268,2019-03-11_13:04:35.826000
640531,3975,1535,1272,2019-03-11_13:04:35.908000
640631,3967,1535,1283,2019-03-11_13:04:35.987000
640731,3967,1520,1263,2019-03-11_13:04:36.175000
640831,3983,1530,1297,2019-03-11_13:04:36.394000
640931,3983,1535,1269,2019-03-11_13:04:36.620000
641031,3973,1531,1341,2019-03-11_13:04:36.756000
641131,3973,1472,1278,2019-03-11_13:04:36.874000
641231,3975,1533,1282,2019-03-11_13:04:36.964000
641331,3965,1531,1264,2019-03-11_13:04:37.246000
641431,3975,1528,1264,2019-03-11_13:04:37.545000
641531,3977,1531,1277,2019-03-11_13:04:37.827000
641631,3973,1531,1299,2019-03-11_13:04:37.904000
641731,3967,1529,1296,2019-03-11_13:04:37.985000
641831,3983,1530,1285,2019-03-11_13:04:38.077000
641931,3967,1529,1281,2019-03-11_13:04:38.239000
642031,3975,1530,1285,2019-03-11_13:04:38.362000
642131,3983,1531,1296,2019-03-11_13:04:38.542000
642231,3967,1530,1264,2019-03-11_13:04:38.777000
642331,3975,1535,1293,2019-03-11_13:04:38.982000
642431,3982,1526,1296,2019-03-11_13:04:39.146000
642531,3979,1533,1283,2019-03-11_13:04:39.384000
642631,3973,1532,1282,2019-03-11_13:04:39.532000
642731,3975,1535,1282,2019-03-11_13:04:39.663000
642831,3975,1530,1280,2019-03-11_13:04:39.808000
642931,3967,1526,1289,2019-03-11_13:04:39.954000
643031,3975,1525,1271,2019-03-11_13:04:40.151000
643131,3979,1535,1291,2019-03-11_13:04:40.363000
643231,3971,1519,1315,2019-03-11_13:04:40.517000
643331,3967,1530,1319,2019-03-11_13:04:40.714000
643431,3967,1530,1312,2019-03-11_13:04:40.917000
643531,3973,1535,1292,2019-03-11_13:04:41.040000
643631,3973,1535,1270,2019-03-11_13:04:41.185000
643731,3981,1534,1289,2019-03-11_13:04:41.289000
643831,3979,1535,1288,2019-03-11_13:04:41.565000
643931,3967,1524,1283,2019-03-11_13:04:41.777000
644031,3975,1535,1300,2019-03-11_13:04:41.947000
644131,3981,1535,1265,2019-03-11_13:04:42.085000
644231,3951,1535,1280,2019-03-11_13:04:42.159000
644331,3967,1533,1291,2019-03-11_13:04:42.274000
644431,3967,1535,1280,2019-03-11_13:04:42.345000
