2018-11-26_12:39:02.511000,1283.00,1377.00
2018-11-26_12:39:02.644000,2479.00,1378.00
2018-11-26_12:39:02.802000,3871.00,1382.00
2018-11-26_12:39:02.872000,1569.00,1374.00
2018-11-26_12:39:02.951000,1586.00,1375.00
2018-11-26_12:39:03.026000,1789.00,1379.00
2018-11-26_12:39:03.113000,1126.00,1374.00
2018-11-26_12:39:03.193000,1254.00,1367.00
2018-11-26_12:39:03.341000,1370.00,1363.00
2018-11-26_12:39:03.434000,3875.00,1360.00
2018-11-26_12:39:03.561000,3726.00,1344.00
2018-11-26_12:39:03.723000,1273.00,1353.00
2018-11-26_12:39:03.855000,1743.00,1351.00
2018-11-26_12:39:03.990000,1511.00,1357.00
2018-11-26_12:39:04.150000,1125.00,1362.00
2018-11-26_12:39:04.289000,1263.00,1360.00
2018-11-26_12:39:04.422000,1712.00,1366.00
2018-11-26_12:39:04.558000,3871.00,1347.00
2018-11-26_12:39:04.701000,1600.00,1356.00
2018-11-26_12:39:04.843000,1252.00,1354.00
2018-11-26_12:39:04.973000,1757.00,1348.00
2018-11-26_12:39:05.106000,1170.00,1360.00
2018-11-26_12:39:05.271000,1088.00,1359.00
2018-11-26_12:39:05.395000,1243.00,1355.00
2018-11-26_12:39:05.538000,3871.00,1351.00
2018-11-26_12:39:05.662000,2707.00,1349.00
2018-11-26_12:39:05.797000,1008.00,1357.00
2018-11-26_12:39:05.934000,2039.00,1347.00
2018-11-26_12:39:06.071000,1488.00,1355.00
2018-11-26_12:39:06.213000,1107.00,1358.00
2018-11-26_12:39:06.376000,1587.00,1344.00
2018-11-26_12:39:06.508000,3871.00,1353.00
2018-11-26_12:39:06.629000,1875.00,1377.00
2018-11-26_12:39:06.764000,1203.00,1360.00
2018-11-26_12:39:06.901000,2000.00,1361.00
2018-11-26_12:39:07.044000,1185.00,1344.00
2018-11-26_12:39:07.169000,1136.00,1366.00
2018-11-26_12:39:07.288000,3523.00,1358.00
2018-11-26_12:39:07.481000,3875.00,1359.00
2018-11-26_12:39:07.596000,1589.00,1358.00
2018-11-26_12:39:07.744000,1535.00,1347.00
2018-11-26_12:39:07.866000,1581.00,1358.00
2018-11-26_12:39:08.003000,1078.00,1356.00
2018-11-26_12:39:08.132000,1140.00,1345.00
2018-11-26_12:39:08.274000,3867.00,1344.00
2018-11-26_12:39:08.412000,3871.00,1349.00
2018-11-26_12:39:08.550000,1394.00,1350.00
2018-11-26_12:39:08.692000,1525.00,1350.00
2018-11-26_12:39:08.834000,1438.00,1326.00
2018-11-26_12:39:08.965000,1003.00,1350.00
2018-11-26_12:39:09.109000,1146.00,1344.00
2018-11-26_12:39:09.249000,2591.00,1357.00
2018-11-26_12:39:09.378000,3871.00,1306.00
2018-11-26_12:39:09.487000,1431.00,1312.00
2018-11-26_12:39:09.627000,1339.00,1354.00
2018-11-26_12:39:09.763000,1614.00,1346.00
2018-11-26_12:39:09.906000,1050.00,1329.00
2018-11-26_12:39:10.042000,1142.00,1354.00
2018-11-26_12:39:10.180000,1436.00,1360.00
2018-11-26_12:39:10.377000,3879.00,1344.00
2018-11-26_12:39:10.512000,1917.00,1362.00
2018-11-26_12:39:10.633000,1128.00,1360.00
2018-11-26_12:39:10.774000,2003.00,1360.00
2018-11-26_12:39:10.925000,1104.00,1357.00
2018-11-26_12:39:11.061000,1074.00,1360.00
2018-11-26_12:39:11.189000,1922.00,1363.00
2018-11-26_12:39:11.326000,3871.00,1360.00
2018-11-26_12:39:11.455000,1847.00,1344.00
2018-11-26_12:39:11.585000,1458.00,1364.00
2018-11-26_12:39:11.739000,1968.00,1360.00
2018-11-26_12:39:11.893000,908.00,1361.00
2018-11-26_12:39:11.991000,1080.00,1360.00
2018-11-26_12:39:12.130000,2139.00,1370.00
2018-11-26_12:39:12.273000,3871.00,1371.00
2018-11-26_12:39:12.405000,2313.00,1233.00
2018-11-26_12:39:12.568000,1228.00,1360.00
2018-11-26_12:39:12.677000,1568.00,1488.00
2018-11-26_12:39:12.862000,1017.00,1384.00
2018-11-26_12:39:12.993000,1137.00,1367.00
2018-11-26_12:39:13.136000,2047.00,1360.00
2018-11-26_12:39:13.246000,3871.00,1374.00
2018-11-26_12:39:13.345000,1597.00,1348.00
2018-11-26_12:39:13.468000,1252.00,1394.00
2018-11-26_12:39:13.587000,1613.00,1360.00
2018-11-26_12:39:13.666000,998.00,1404.00
2018-11-26_12:39:13.799000,1069.00,1397.00
2018-11-26_12:39:13.941000,1251.00,1265.00
2018-11-26_12:39:14.076000,3865.00,1262.00
2018-11-26_12:39:14.218000,2663.00,1213.00
2018-11-26_12:39:14.353000,1004.00,1238.00
2018-11-26_12:39:14.494000,1807.00,1202.00
2018-11-26_12:39:14.638000,1254.00,1226.00
2018-11-26_12:39:14.774000,1046.00,1287.00
2018-11-26_12:39:14.981000,1185.00,1283.00
2018-11-26_12:39:15.093000,2126.00,1369.00
2018-11-26_12:39:15.199000,3871.00,1406.00
2018-11-26_12:39:15.357000,1090.00,1446.00
2018-11-26_12:39:15.449000,1495.00,1428.00
2018-11-26_12:39:15.541000,1599.00,1328.00
2018-11-26_12:39:15.699000,921.00,1434.00
2018-11-26_12:39:15.848000,1134.00,1408.00
2018-11-26_12:39:16.070000,1535.00,1417.00
2018-11-26_12:39:16.218000,3856.00,1423.00
2018-11-26_12:39:16.355000,1694.00,1422.00
2018-11-26_12:39:16.499000,1200.00,1447.00
2018-11-26_12:39:16.632000,2010.00,1378.00
2018-11-26_12:39:16.730000,1200.00,1401.00
2018-11-26_12:39:16.849000,1067.00,1388.00
2018-11-26_12:39:16.983000,3194.00,1396.00
2018-11-26_12:39:17.220000,3071.00,1431.00
2018-11-26_12:39:17.336000,919.00,1406.00
2018-11-26_12:39:17.490000,1953.00,1394.00
2018-11-26_12:39:17.627000,1495.00,1412.00
