time,pulse,breath,gsr,datetime
"set(['2018-10-31_16:35:58.178000', 'b: 1464.00', 't: 1195299', 'g: 4095.00', 'p: 2690.00'])"
"set(['t: 1195319', '2018-10-31_16:35:58.217000', 'b: 1472.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:35:58.259000', 'p: 2687.00', 'g: 4095.00', 'b: 1477.00', 't: 1195339'])"
"set(['b: 1476.00', '2018-10-31_16:35:58.366000', 'p: 2691.00', 't: 1195359', 'g: 4095.00'])"
"set(['2018-10-31_16:35:58.418000', 'p: 2689.00', 'b: 1481.00', 't: 1195379', 'g: 4095.00'])"
"set(['g: 4095.00', 't: 1195399', '2018-10-31_16:35:58.471000', 'b: 1479.00', 'p: 2687.00'])"
"set(['b: 1520.00', '2018-10-31_16:35:58.563000', 'g: 4095.00', 't: 1195419', 'p: 2687.00'])"
"set(['p: 2703.00', 't: 1201539', '2018-10-31_16:35:59.865000', 'g: 4095.00', 'b: 1503.00'])"
"set(['2018-10-31_16:35:59.916000', 't: 1201559', 'p: 2691.00', 'g: 4095.00', 'b: 1503.00'])"
"set(['b: 1505.00', 'p: 2691.00', 't: 1201579', '2018-10-31_16:35:59.962000', 'g: 4095.00'])"
"set(['g: 4095.00', 'p: 2687.00', '2018-10-31_16:36:00.002000', 'b: 1495.00', 't: 1201599'])"
"set(['p: 2673.00', '2018-10-31_16:36:00.053000', 't: 1201619', 'g: 4095.00', 'b: 1491.00'])"
"set(['2018-10-31_16:36:00.114000', 'b: 1489.00', 'p: 2685.00', 't: 1201639', 'g: 4095.00'])"
"set(['t: 1201659', 'p: 2689.00', 'b: 1493.00', '2018-10-31_16:36:00.159000', 'g: 4095.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.213000', 't: 1201679', 'b: 1493.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.266000', 't: 1201699', 'b: 1493.00', 'p: 2687.00'])"
"set(['t: 1201719', 'p: 2702.00', 'b: 1493.00', '2018-10-31_16:36:00.305000', 'g: 4095.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.336000', 'p: 2691.00', 'b: 1493.00', 't: 1201739'])"
"set(['g: 4095.00', 'b: 1501.00', '2018-10-31_16:36:00.374000', 't: 1201759', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1201779', 'p: 2685.00', '2018-10-31_16:36:00.414000', 'b: 1503.00'])"
"set(['b: 1494.00', 't: 1201799', 'g: 4095.00', '2018-10-31_16:36:00.464000', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.500000', 'b: 1522.00', 't: 1201819', 'p: 2687.00'])"
"set(['b: 1503.00', 't: 1201839', 'g: 4095.00', '2018-10-31_16:36:00.530000', 'p: 2687.00'])"
"set(['p: 2673.00', '2018-10-31_16:36:00.557000', 't: 1201859', 'b: 1507.00', 'g: 4095.00'])"
"set(['t: 1201879', '2018-10-31_16:36:00.585000', 'p: 2691.00', 'g: 4095.00', 'b: 1503.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.619000', 'b: 1501.00', 't: 1201899', 'p: 2687.00'])"
"set(['2018-10-31_16:36:00.662000', 'b: 1497.00', 't: 1201919', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', 'b: 1497.00', '2018-10-31_16:36:00.710000', 't: 1201939', 'p: 2687.00'])"
"set(['p: 2718.00', 'b: 1497.00', '2018-10-31_16:36:00.759000', 'g: 4095.00', 't: 1201959'])"
"set(['b: 1555.00', 't: 1201979', '2018-10-31_16:36:00.808000', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.859000', 't: 1201999', 'b: 1495.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:00.910000', 'p: 2687.00', 'b: 1495.00', 't: 1202019'])"
"set(['g: 4095.00', 't: 1202039', '2018-10-31_16:36:00.963000', 'b: 1488.00', 'p: 2687.00'])"
"set(['2018-10-31_16:36:01.016000', 'p: 2689.00', 't: 1202059', 'g: 4095.00', 'b: 1484.00'])"
"set(['g: 4095.00', 'b: 1482.00', '2018-10-31_16:36:01.071000', 't: 1202079', 'p: 2687.00'])"
"set(['2018-10-31_16:36:01.123000', 'p: 2687.00', 'b: 1483.00', 'g: 4095.00', 't: 1202099'])"
"set(['g: 4095.00', '2018-10-31_16:36:01.174000', 't: 1202119', 'b: 1489.00', 'p: 2687.00'])"
"set(['t: 1202139', 'p: 2689.00', 'b: 1489.00', 'g: 4095.00', '2018-10-31_16:36:01.227000'])"
"set(['g: 4095.00', '2018-10-31_16:36:01.280000', 'p: 2704.00', 't: 1202159', 'b: 1485.00'])"
"set(['2018-10-31_16:36:01.333000', 't: 1202179', 'p: 2685.00', 'b: 1485.00', 'g: 4095.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:01.387000', 't: 1202199', 'b: 1489.00', 'p: 2687.00'])"
"set(['b: 1494.00', 't: 1202219', '2018-10-31_16:36:01.440000', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', 'p: 2687.00', 'b: 1488.00', '2018-10-31_16:36:01.510000', 't: 1202239'])"
"set(['b: 1487.00', 'g: 4095.00', '2018-10-31_16:36:01.549000', 't: 1202259', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1202279', 'b: 1488.00', '2018-10-31_16:36:01.583000', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1202299', 'b: 1488.00', '2018-10-31_16:36:01.634000', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:36:01.686000', 't: 1202319', 'b: 1471.00', 'p: 2687.00'])"
"set(['b: 1476.00', '2018-10-31_16:36:01.738000', 'g: 4095.00', 't: 1202339', 'p: 2687.00'])"
"set(['b: 1443.00', 'p: 2690.00', '2018-10-31_16:38:51.148000', 'g: 4095.00', 't: 1372819'])"
"set(['t: 1372839', 'p: 2694.00', 'g: 4095.00', 'b: 1441.00', '2018-10-31_16:38:51.200000'])"
"set(['p: 2689.00', 't: 1372859', 'b: 1447.00', 'g: 4095.00', '2018-10-31_16:38:51.253000'])"
"set(['b: 1461.00', 'p: 2689.00', '2018-10-31_16:38:51.345000', 't: 1372879', 'g: 4095.00'])"
"set(['2018-10-31_16:38:51.385000', 'b: 1459.00', 'p: 2687.00', 'g: 4095.00', 't: 1372899'])"
"set(['b: 1450.00', 't: 1372919', '2018-10-31_16:38:51.434000', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1372939', '2018-10-31_16:38:51.487000', 'p: 2691.00', 'g: 4095.00', 'b: 1441.00'])"
"set(['p: 2689.00', '2018-10-31_16:38:51.536000', 'g: 4095.00', 't: 1372959', 'b: 1404.00'])"
"set(['p: 2689.00', '2018-10-31_16:38:51.578000', 't: 1372979', 'b: 1435.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:51.631000', 't: 1372999', 'b: 1433.00', 'p: 2691.00', 'g: 4095.00'])"
"set(['p: 2691.00', '2018-10-31_16:38:51.684000', 't: 1373019', 'g: 4095.00', 'b: 1426.00'])"
"set(['b: 1412.00', 'p: 2691.00', 'g: 4095.00', 't: 1373039', '2018-10-31_16:38:51.736000'])"
"set(['t: 1373059', 'b: 1417.00', '2018-10-31_16:38:51.788000', 'g: 4095.00', 'p: 2690.00'])"
"set(['p: 2689.00', 't: 1373079', '2018-10-31_16:38:51.880000', 'b: 1409.00', 'g: 4095.00'])"
"set(['p: 2691.00', 't: 1373099', 'g: 4095.00', 'b: 1418.00', '2018-10-31_16:38:51.932000'])"
"set(['t: 1373119', 'b: 1447.00', 'g: 4095.00', '2018-10-31_16:38:51.984000', 'p: 2687.00'])"
"set(['p: 2689.00', '2018-10-31_16:38:52.035000', 'g: 4095.00', 'b: 1427.00', 't: 1373139'])"
"set(['g: 4095.00', '2018-10-31_16:38:52.076000', 'p: 2691.00', 't: 1373159', 'b: 1411.00'])"
"set(['b: 1415.00', '2018-10-31_16:38:52.117000', 't: 1373179', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1373199', '2018-10-31_16:38:52.167000', 'b: 1411.00', 'g: 4095.00', 'p: 2689.00'])"
"set(['2018-10-31_16:38:52.217000', 't: 1373219', 'p: 2691.00', 'g: 4095.00', 'b: 1411.00'])"
"set(['t: 1373239', '2018-10-31_16:38:52.270000', 'b: 1410.00', 'g: 4095.00', 'p: 2690.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:52.316000', 'b: 1408.00', 't: 1373259', 'p: 2687.00'])"
"set(['b: 1395.00', '2018-10-31_16:38:52.366000', 't: 1373279', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:52.419000', 'p: 2689.00', 't: 1373299', 'g: 4095.00', 'b: 1398.00'])"
"set(['b: 1398.00', 'p: 2687.00', '2018-10-31_16:38:52.470000', 'g: 4095.00', 't: 1373319'])"
"set(['t: 1373339', '2018-10-31_16:38:52.519000', 'g: 4095.00', 'b: 1399.00', 'p: 2687.00'])"
"set(['b: 1401.00', 't: 1373359', '2018-10-31_16:38:52.559000', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', 'p: 2689.00', '2018-10-31_16:38:52.612000', 't: 1373379', 'b: 1398.00'])"
"set(['p: 2689.00', 'b: 1395.00', '2018-10-31_16:38:52.663000', 'g: 4095.00', 't: 1373399'])"
"set(['t: 1373419', '2018-10-31_16:38:52.701000', 'g: 4095.00', 'b: 1394.00', 'p: 2687.00'])"
"set(['b: 1397.00', 't: 1373439', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:38:52.747000'])"
"set(['p: 2689.00', 'b: 1395.00', '2018-10-31_16:38:52.794000', 't: 1373459', 'g: 4095.00'])"
"set(['p: 2689.00', 'b: 1410.00', 'g: 4095.00', 't: 1373479', '2018-10-31_16:38:52.835000'])"
"set(['t: 1373499', 'b: 1395.00', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:38:52.887000'])"
"set(['g: 4095.00', '2018-10-31_16:38:52.940000', 'b: 1394.00', 't: 1373519', 'p: 2687.00'])"
"set(['b: 1393.00', 't: 1373539', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:38:53.017000'])"
"set(['b: 1393.00', 't: 1373559', 'g: 4095.00', '2018-10-31_16:38:53.057000', 'p: 2687.00'])"
"set(['g: 4095.00', 'p: 2687.00', 'b: 1392.00', '2018-10-31_16:38:53.096000', 't: 1373579'])"
"set(['g: 4095.00', '2018-10-31_16:38:53.137000', 'b: 1394.00', 't: 1373599', 'p: 2687.00'])"
"set(['b: 1393.00', 'p: 2689.00', '2018-10-31_16:38:53.182000', 'g: 4095.00', 't: 1373619'])"
"set(['b: 1392.00', 't: 1373639', 'g: 4095.00', '2018-10-31_16:38:53.235000', 'p: 2687.00'])"
"set(['p: 2689.00', 't: 1373659', 'b: 1392.00', 'g: 4095.00', '2018-10-31_16:38:53.288000'])"
"set(['t: 1373679', 'b: 1378.00', '2018-10-31_16:38:53.345000', 'g: 4095.00', 'p: 2690.00'])"
"set(['2018-10-31_16:38:53.404000', 'b: 1404.00', 'g: 4095.00', 't: 1373699', 'p: 2690.00'])"
"set(['t: 1373719', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:38:53.459000', 'b: 1392.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:53.513000', 'b: 1392.00', 't: 1373739', 'p: 2687.00'])"
"set(['2018-10-31_16:38:53.559000', 'p: 2691.00', 'g: 4095.00', 'b: 1382.00', 't: 1373759'])"
"set(['t: 1373779', 'p: 2683.00', 'g: 4095.00', '2018-10-31_16:38:53.614000', 'b: 1390.00'])"
"set(['t: 1373799', 'p: 2719.00', 'g: 4095.00', '2018-10-31_16:38:53.669000', 'b: 1392.00'])"
"set(['2018-10-31_16:38:53.724000', 'p: 2672.00', 't: 1373819', 'g: 4095.00', 'b: 1392.00'])"
"set(['2018-10-31_16:38:53.779000', 'b: 1397.00', 'g: 4095.00', 't: 1373839', 'p: 2690.00'])"
"set(['t: 1373859', 'p: 2689.00', 'g: 4095.00', 'b: 1377.00', '2018-10-31_16:38:53.832000'])"
"set(['b: 1380.00', 't: 1373879', '2018-10-31_16:38:53.885000', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:53.940000', 'b: 1392.00', 't: 1373899', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1373919', 'p: 2683.00', '2018-10-31_16:38:54.031000', 'g: 4095.00', 'b: 1398.00'])"
"set(['p: 2689.00', 'b: 1392.00', 'g: 4095.00', '2018-10-31_16:38:54.070000', 't: 1373939'])"
"set(['g: 4095.00', 'p: 2689.00', 't: 1373959', '2018-10-31_16:38:54.110000', 'b: 1390.00'])"
"set(['2018-10-31_16:38:54.149000', 'p: 2689.00', 't: 1373979', 'b: 1397.00', 'g: 4095.00'])"
"set(['t: 1373999', 'b: 1386.00', 'p: 2699.00', 'g: 4095.00', '2018-10-31_16:38:54.190000'])"
"set(['2018-10-31_16:38:54.230000', 'b: 1392.00', 'p: 2691.00', 't: 1374019', 'g: 4095.00'])"
"set(['2018-10-31_16:38:54.277000', 'b: 1390.00', 't: 1374039', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1388.00', 't: 1374059', 'g: 4095.00', '2018-10-31_16:38:54.331000', 'p: 2689.00'])"
"set(['2018-10-31_16:38:54.385000', 'b: 1389.00', 'p: 2691.00', 'g: 4095.00', 't: 1374079'])"
"set(['2018-10-31_16:38:54.439000', 'b: 1389.00', 'p: 2691.00', 't: 1374099', 'g: 4095.00'])"
"set(['t: 1374119', '2018-10-31_16:38:54.491000', 'g: 4095.00', 'b: 1391.00', 'p: 2687.00'])"
"set(['b: 1390.00', 't: 1374139', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:38:54.542000'])"
"set(['p: 2691.00', 'b: 1384.00', 't: 1374159', 'g: 4095.00', '2018-10-31_16:38:54.591000'])"
"set(['p: 2689.00', 'b: 1395.00', 'g: 4095.00', 't: 1374179', '2018-10-31_16:38:54.634000'])"
"set(['t: 1374199', '2018-10-31_16:38:54.689000', 'p: 2693.00', 'g: 4095.00', 'b: 1367.00'])"
"set(['p: 2689.00', '2018-10-31_16:38:54.728000', 't: 1374219', 'b: 1389.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:54.769000', 'b: 1392.00', 'p: 2691.00', 't: 1374239', 'g: 4095.00'])"
"set(['p: 2695.00', 'b: 1383.00', 'g: 4095.00', '2018-10-31_16:38:54.807000', 't: 1374259'])"
"set(['b: 1393.00', 't: 1374279', '2018-10-31_16:38:54.835000', 'g: 4095.00', 'p: 2689.00'])"
"set(['b: 1388.00', '2018-10-31_16:38:54.865000', 't: 1374299', 'g: 4095.00', 'p: 2690.00'])"
"set(['p: 2693.00', 'b: 1381.00', '2018-10-31_16:38:54.895000', 'g: 4095.00', 't: 1374319'])"
"set(['b: 1366.00', '2018-10-31_16:38:54.925000', 't: 1374339', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:54.951000', 't: 1374359', 'b: 1366.00', 'g: 4095.00', 'p: 2690.00'])"
"set(['t: 1374379', 'p: 2689.00', 'b: 1386.00', 'g: 4095.00', '2018-10-31_16:38:54.983000'])"
"set(['2018-10-31_16:38:55.012000', 'b: 1383.00', 'p: 2691.00', 'g: 4095.00', 't: 1374399'])"
"set(['b: 1383.00', 't: 1374419', '2018-10-31_16:38:55.042000', 'g: 4095.00', 'p: 2687.00'])"
"set(['p: 2689.00', 'b: 1381.00', '2018-10-31_16:38:55.070000', 'g: 4095.00', 't: 1374439'])"
"set(['b: 1383.00', '2018-10-31_16:38:55.099000', 't: 1374459', 'p: 2671.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:55.129000', 't: 1374479', 'b: 1382.00', 'p: 2679.00', 'g: 4095.00'])"
"set(['p: 2695.00', 't: 1374499', '2018-10-31_16:38:55.159000', 'g: 4095.00', 'b: 1382.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:55.189000', 't: 1374519', 'b: 1387.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:55.223000', 'b: 1382.00', 't: 1374539', 'p: 2687.00'])"
"set(['t: 1374559', 'p: 2689.00', 'g: 4095.00', '2018-10-31_16:38:55.261000', 'b: 1378.00'])"
"set(['p: 2673.00', '2018-10-31_16:38:55.301000', 't: 1374579', 'b: 1381.00', 'g: 4095.00'])"
"set(['b: 1388.00', '2018-10-31_16:38:55.343000', 't: 1374599', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1379.00', '2018-10-31_16:38:55.376000', 'p: 2686.00', 'g: 4095.00', 't: 1374619'])"
"set(['t: 1374639', 'b: 1381.00', '2018-10-31_16:38:55.411000', 'g: 4095.00', 'p: 2689.00'])"
"set(['2018-10-31_16:38:55.445000', 't: 1374659', 'b: 1379.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', 'p: 2689.00', '2018-10-31_16:38:55.480000', 't: 1374679', 'b: 1383.00'])"
"set(['2018-10-31_16:38:55.514000', 'b: 1386.00', 'p: 2687.00', 'g: 4095.00', 't: 1374699'])"
"set(['t: 1374719', '2018-10-31_16:38:55.549000', 'g: 4095.00', 'b: 1382.00', 'p: 2690.00'])"
"set(['t: 1374739', '2018-10-31_16:38:55.587000', 'b: 1379.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:55.621000', 'b: 1378.00', 'g: 4095.00', 't: 1374759', 'p: 2687.00'])"
"set(['b: 1378.00', 't: 1374779', 'g: 4095.00', '2018-10-31_16:38:55.652000', 'p: 2687.00'])"
"set(['2018-10-31_16:38:55.684000', 't: 1374799', 'b: 1378.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:55.716000', 'b: 1378.00', 't: 1374819', 'p: 2687.00'])"
"set(['b: 1381.00', 't: 1374839', '2018-10-31_16:38:55.745000', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1374859', 'b: 1378.00', 'g: 4095.00', '2018-10-31_16:38:55.775000', 'p: 2689.00'])"
"set(['p: 2690.00', 'b: 1379.00', 'g: 4095.00', '2018-10-31_16:38:55.807000', 't: 1374879'])"
"set(['g: 4095.00', '2018-10-31_16:38:55.837000', 'b: 1378.00', 't: 1374899', 'p: 2690.00'])"
"set(['t: 1374919', '2018-10-31_16:38:55.868000', 'p: 2691.00', 'g: 4095.00', 'b: 1378.00'])"
"set(['p: 2689.00', 't: 1374939', '2018-10-31_16:38:55.900000', 'g: 4095.00', 'b: 1378.00'])"
"set(['2018-10-31_16:38:55.934000', 'b: 1378.00', 't: 1374959', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:55.972000', 'b: 1377.00', 't: 1374979', 'p: 2690.00'])"
"set(['t: 1374999', 'b: 1376.00', 'g: 4095.00', '2018-10-31_16:38:56.008000', 'p: 2690.00'])"
"set(['b: 1376.00', 't: 1375019', '2018-10-31_16:38:56.047000', 'g: 4095.00', 'p: 2690.00'])"
"set(['t: 1375039', '2018-10-31_16:38:56.083000', 'b: 1379.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:56.117000', 'b: 1377.00', 't: 1375059', 'p: 2690.00'])"
"set(['b: 1388.00', '2018-10-31_16:38:56.147000', 't: 1375079', 'g: 4095.00', 'p: 2690.00'])"
"set(['2018-10-31_16:38:56.174000', 't: 1375099', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['b: 1374.00', 'p: 2687.00', '2018-10-31_16:38:56.203000', 'g: 4095.00', 't: 1375119'])"
"set(['t: 1375139', '2018-10-31_16:38:56.234000', 'p: 2691.00', 'g: 4095.00', 'b: 1378.00'])"
"set(['2018-10-31_16:38:56.265000', 'p: 2689.00', 't: 1375159', 'g: 4095.00', 'b: 1376.00'])"
"set(['g: 4095.00', 'b: 1378.00', '2018-10-31_16:38:56.305000', 't: 1375179', 'p: 2687.00'])"
"set(['2018-10-31_16:38:56.343000', 'p: 2687.00', 'b: 1379.00', 'g: 4095.00', 't: 1375199'])"
"set(['b: 1376.00', 't: 1375219', 'g: 4095.00', '2018-10-31_16:38:56.382000', 'p: 2687.00'])"
"set(['2018-10-31_16:38:56.419000', 'b: 1379.00', 'g: 4095.00', 't: 1375239', 'p: 2687.00'])"
"set(['t: 1375259', '2018-10-31_16:38:56.456000', 'g: 4095.00', 'b: 1377.00', 'p: 2690.00'])"
"set(['p: 2689.00', 't: 1375279', 'b: 1374.00', 'g: 4095.00', '2018-10-31_16:38:56.494000'])"
"set(['2018-10-31_16:38:56.540000', 't: 1375299', 'g: 4095.00', 'b: 1377.00', 'p: 2690.00'])"
"set(['2018-10-31_16:38:56.584000', 't: 1375319', 'b: 1376.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:56.628000', 'p: 2691.00', 'g: 4095.00', 'b: 1377.00', 't: 1375339'])"
"set(['g: 4095.00', '2018-10-31_16:38:56.672000', 'b: 1378.00', 't: 1375359', 'p: 2704.00'])"
"set(['2018-10-31_16:38:56.715000', 't: 1375379', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['t: 1375399', 'b: 1376.00', 'g: 4095.00', '2018-10-31_16:38:56.750000', 'p: 2690.00'])"
"set(['2018-10-31_16:38:56.782000', 'p: 2691.00', 'g: 4095.00', 't: 1375419', 'b: 1378.00'])"
"set(['2018-10-31_16:38:56.812000', 't: 1375439', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['b: 1376.00', 't: 1375459', '2018-10-31_16:38:56.841000', 'p: 2685.00', 'g: 4095.00'])"
"set(['t: 1375479', '2018-10-31_16:38:56.876000', 'b: 1378.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1376.00', '2018-10-31_16:38:56.920000', 'g: 4095.00', 't: 1375499', 'p: 2687.00'])"
"set(['b: 1378.00', 't: 1375519', '2018-10-31_16:38:56.964000', 'g: 4095.00', 'p: 2690.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:57.004000', 't: 1375539', 'b: 1377.00', 'p: 2687.00'])"
"set(['b: 1376.00', '2018-10-31_16:38:57.042000', 'p: 2687.00', 'g: 4095.00', 't: 1375559'])"
"set(['2018-10-31_16:38:57.072000', 't: 1375579', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['b: 1376.00', '2018-10-31_16:38:57.109000', 't: 1375599', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1375619', 'p: 2689.00', '2018-10-31_16:38:57.139000', 'b: 1379.00', 'g: 4095.00'])"
"set(['b: 1376.00', 't: 1375639', '2018-10-31_16:38:57.169000', 'g: 4095.00', 'p: 2690.00'])"
"set(['2018-10-31_16:38:57.204000', 't: 1375659', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:57.242000', 'b: 1349.00', 'g: 4095.00', 't: 1375679', 'p: 2687.00'])"
"set(['t: 1375699', 'p: 2689.00', '2018-10-31_16:38:57.281000', 'g: 4095.00', 'b: 1376.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:57.319000', 't: 1375719', 'b: 1377.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:57.357000', 'p: 2689.00', 't: 1375739', 'b: 1379.00', 'g: 4095.00'])"
"set(['t: 1375759', '2018-10-31_16:38:57.394000', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['b: 1378.00', '2018-10-31_16:38:57.433000', 'p: 2687.00', 'g: 4095.00', 't: 1375779'])"
"set(['g: 4095.00', '2018-10-31_16:38:57.477000', 't: 1375799', 'b: 1377.00', 'p: 2690.00'])"
"set(['b: 1375.00', 'p: 2689.00', 't: 1375819', 'g: 4095.00', '2018-10-31_16:38:57.526000'])"
"set(['t: 1375839', '2018-10-31_16:38:57.578000', 'b: 1363.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1373.00', '2018-10-31_16:38:57.626000', 'p: 2691.00', 'g: 4095.00', 't: 1375859'])"
"set(['p: 2691.00', '2018-10-31_16:38:57.679000', 't: 1375879', 'g: 4095.00', 'b: 1369.00'])"
"set(['2018-10-31_16:38:57.779000', 'p: 2689.00', 't: 1375899', 'b: 1374.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:57.826000', 'p: 2687.00', 'b: 1371.00', 'g: 4095.00', 't: 1375919'])"
"set(['t: 1375939', 'b: 1374.00', '2018-10-31_16:38:57.858000', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:38:57.887000', 'p: 2689.00', 't: 1375959', 'b: 1389.00', 'g: 4095.00'])"
"set(['b: 1375.00', '2018-10-31_16:38:57.920000', 'p: 2675.00', 't: 1375979', 'g: 4095.00'])"
"set(['b: 1375.00', 'p: 2687.00', '2018-10-31_16:38:57.950000', 'g: 4095.00', 't: 1375999'])"
"set(['p: 2689.00', 'b: 1374.00', 't: 1376019', 'g: 4095.00', '2018-10-31_16:38:57.983000'])"
"set(['g: 4095.00', '2018-10-31_16:38:58.018000', 'b: 1367.00', 't: 1376039', 'p: 2687.00'])"
"set(['p: 2682.00', '2018-10-31_16:38:58.059000', 'b: 1374.00', 'g: 4095.00', 't: 1376059'])"
"set(['t: 1376079', '2018-10-31_16:38:58.101000', 'g: 4095.00', 'b: 1377.00', 'p: 2687.00'])"
"set(['p: 2673.00', '2018-10-31_16:38:58.147000', 't: 1376099', 'g: 4095.00', 'b: 1378.00'])"
"set(['b: 1373.00', 'p: 2686.00', 'g: 4095.00', 't: 1376119', '2018-10-31_16:38:58.195000'])"
"set(['2018-10-31_16:38:58.246000', 't: 1376139', 'b: 1377.00', 'p: 2701.00', 'g: 4095.00'])"
"set(['b: 1375.00', 't: 1376159', '2018-10-31_16:38:58.301000', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1376179', 'b: 1373.00', '2018-10-31_16:38:58.338000', 'p: 2691.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:58.369000', 'p: 2689.00', 'b: 1373.00', 'g: 4095.00', 't: 1376199'])"
"set(['g: 4095.00', 'b: 1374.00', 't: 1376219', '2018-10-31_16:38:58.399000', 'p: 2690.00'])"
"set(['2018-10-31_16:38:58.429000', 'b: 1373.00', 't: 1376239', 'p: 2685.00', 'g: 4095.00'])"
"set(['t: 1376259', 'b: 1373.00', '2018-10-31_16:38:58.457000', 'p: 2685.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:58.492000', 'p: 2687.00', 'g: 4095.00', 'b: 1377.00', 't: 1376279'])"
"set(['g: 4095.00', '2018-10-31_16:38:58.533000', 'b: 1379.00', 't: 1376299', 'p: 2687.00'])"
"set(['t: 1376319', 'b: 1375.00', '2018-10-31_16:38:58.587000', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1375.00', '2018-10-31_16:38:58.633000', 't: 1376339', 'p: 2683.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:58.678000', 'b: 1374.00', 't: 1376359', 'g: 4095.00', 'p: 2687.00'])"
"set(['p: 2689.00', '2018-10-31_16:38:58.731000', 'b: 1377.00', 't: 1376379', 'g: 4095.00'])"
"set(['t: 1376399', '2018-10-31_16:38:58.779000', 'b: 1374.00', 'p: 2683.00', 'g: 4095.00'])"
"set(['2018-10-31_16:38:58.813000', 'b: 1376.00', 'p: 2687.00', 'g: 4095.00', 't: 1376419'])"
"set(['t: 1376439', 'b: 1374.00', '2018-10-31_16:38:58.844000', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1376.00', 'p: 2684.00', 't: 1376459', 'g: 4095.00', '2018-10-31_16:38:58.886000'])"
