time,pulse,breath,gsr,datetime
"set(['g: 4095.00', 'b: 1376.00', '2018-10-31_16:38:58.927000', 't: 1376479', 'p: 2687.00'])"
"set(['p: 2689.00', 'b: 1373.00', '2018-10-31_16:38:58.975000', 'g: 4095.00', 't: 1376499'])"
"set(['2018-10-31_16:38:59.016000', 't: 1376519', 'p: 2691.00', 'b: 1364.00', 'g: 4095.00'])"
"set(['t: 1376539', 'b: 1375.00', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:38:59.054000'])"
"set(['2018-10-31_16:38:59.100000', 'b: 1371.00', 'g: 4095.00', 't: 1376559', 'p: 2687.00'])"
"set(['b: 1390.00', 't: 1376579', 'g: 4095.00', '2018-10-31_16:38:59.143000', 'p: 2687.00'])"
"set(['b: 1376.00', 't: 1376599', '2018-10-31_16:38:59.185000', 'g: 4095.00', 'p: 2690.00'])"
"set(['t: 1376619', 'b: 1367.00', 'g: 4095.00', '2018-10-31_16:38:59.230000', 'p: 2689.00'])"
"set(['p: 2689.00', 'b: 1373.00', '2018-10-31_16:38:59.275000', 'g: 4095.00', 't: 1376639'])"
"set(['g: 4095.00', 'b: 1374.00', 't: 1376659', '2018-10-31_16:38:59.326000', 'p: 2690.00'])"
"set(['2018-10-31_16:38:59.377000', 'p: 2675.00', 't: 1376679', 'b: 1366.00', 'g: 4095.00'])"
"set(['t: 1376699', '2018-10-31_16:38:59.410000', 'b: 1367.00', 'g: 4095.00', 'p: 2689.00'])"
"set(['2018-10-31_16:38:59.441000', 'p: 2691.00', 'b: 1374.00', 't: 1376719', 'g: 4095.00'])"
"set(['g: 4095.00', '2018-10-31_16:38:59.470000', 'b: 1360.00', 't: 1376739', 'p: 2687.00'])"
"set(['t: 1376759', '2018-10-31_16:38:59.503000', 'b: 1379.00', 'g: 4095.00', 'p: 2690.00'])"
"set(['b: 1369.00', 't: 1376779', '2018-10-31_16:38:59.544000', 'g: 4095.00', 'p: 2690.00'])"
"set(['b: 1325.00', 't: 1376799', 'g: 4095.00', '2018-10-31_16:38:59.587000', 'p: 2687.00'])"
"set(['2018-10-31_16:38:59.626000', 'b: 1363.00', 't: 1376819', 'g: 4095.00', 'p: 2690.00'])"
"set(['g: 4095.00', 'p: 2689.00', '2018-10-31_16:38:59.662000', 't: 1376839', 'b: 1367.00'])"
"set(['2018-10-31_16:38:59.708000', 'b: 1373.00', 'p: 2687.00', 'g: 4095.00', 't: 1376859'])"
"set(['t: 1376879', 'b: 1373.00', '2018-10-31_16:38:59.741000', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1344.00', 't: 1376899', 'g: 4095.00', '2018-10-31_16:38:59.771000', 'p: 2687.00'])"
"set(['2018-10-31_16:38:59.801000', 'b: 1363.00', 'g: 4095.00', 't: 1376919', 'p: 2687.00'])"
"set(['p: 2689.00', '2018-10-31_16:38:59.832000', 't: 1376939', 'g: 4095.00', 'b: 1370.00'])"
"set(['g: 4095.00', 't: 1376959', '2018-10-31_16:38:59.875000', 'b: 1372.00', 'p: 2687.00'])"
"set(['t: 1376979', '2018-10-31_16:38:59.916000', 'b: 1374.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1376.00', '2018-10-31_16:38:59.958000', 'g: 4095.00', 't: 1376999', 'p: 2687.00'])"
"set(['t: 1377019', 'b: 1373.00', '2018-10-31_16:38:59.996000', 'g: 4095.00', 'p: 2687.00'])"
"set(['p: 2689.00', 't: 1377039', 'b: 1373.00', '2018-10-31_16:39:00.036000', 'g: 4095.00'])"
"set(['2018-10-31_16:39:00.073000', 'b: 1374.00', 't: 1377059', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1370.00', '2018-10-31_16:39:00.106000', 'g: 4095.00', 't: 1377079', 'p: 2698.00'])"
"set(['t: 1377099', 'p: 2689.00', 'b: 1373.00', '2018-10-31_16:39:00.141000', 'g: 4095.00'])"
"set(['g: 4095.00', 'b: 1373.00', '2018-10-31_16:39:00.184000', 't: 1377119', 'p: 2687.00'])"
"set(['b: 1370.00', 't: 1377139', 'g: 4095.00', '2018-10-31_16:39:00.227000', 'p: 2687.00'])"
"set(['t: 1377159', 'b: 1369.00', 'g: 4095.00', '2018-10-31_16:39:00.274000', 'p: 2687.00'])"
"set(['2018-10-31_16:39:00.328000', 'b: 1370.00', 'p: 2687.00', 'g: 4095.00', 't: 1377179'])"
"set(['g: 4095.00', '2018-10-31_16:39:00.379000', 'b: 1371.00', 't: 1377199', 'p: 2687.00'])"
"set(['b: 1371.00', 'p: 2686.00', 'g: 4095.00', 't: 1377219', '2018-10-31_16:39:00.416000'])"
"set(['b: 1373.00', 'p: 2694.00', 't: 1377239', 'g: 4095.00', '2018-10-31_16:39:00.446000'])"
"set(['t: 1377259', 'b: 1370.00', '2018-10-31_16:39:00.475000', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1377279', 'p: 2689.00', 'b: 1371.00', 'g: 4095.00', '2018-10-31_16:39:00.506000'])"
"set(['2018-10-31_16:39:00.536000', 'b: 1351.00', 'g: 4095.00', 't: 1377299', 'p: 2687.00'])"
"set(['2018-10-31_16:39:00.566000', 't: 1377319', 'b: 1371.00', 'g: 4095.00', 'p: 2690.00'])"
"set(['b: 1369.00', 'p: 2691.00', 't: 1377339', '2018-10-31_16:39:00.600000', 'g: 4095.00'])"
"set(['b: 1385.00', 'p: 2691.00', 'g: 4095.00', '2018-10-31_16:39:00.639000', 't: 1377359'])"
"set(['t: 1377379', 'b: 1370.00', 'g: 4095.00', '2018-10-31_16:39:00.680000', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1377399', '2018-10-31_16:39:00.718000', 'b: 1372.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:00.757000', 'b: 1369.00', 't: 1377419', 'g: 4095.00', 'p: 2687.00'])"
"set(['b: 1370.00', '2018-10-31_16:39:00.799000', 'g: 4095.00', 't: 1377439', 'p: 2687.00'])"
"set(['t: 1377459', '2018-10-31_16:39:00.837000', 'b: 1367.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:00.875000', 't: 1377479', 'p: 2691.00', 'g: 4095.00', 'b: 1367.00'])"
"set(['b: 1373.00', '2018-10-31_16:39:00.913000', 't: 1377499', 'g: 4095.00', 'p: 2690.00'])"
"set(['2018-10-31_16:39:00.952000', 't: 1377519', 'b: 1373.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:00.991000', 'p: 2691.00', 'g: 4095.00', 'b: 1368.00', 't: 1377539'])"
"set(['g: 4095.00', '2018-10-31_16:39:01.067000', 'b: 1373.00', 't: 1377559', 'p: 2687.00'])"
"set(['p: 2689.00', 't: 1377579', '2018-10-31_16:39:01.104000', 'g: 4095.00', 'b: 1367.00'])"
"set(['p: 2695.00', 't: 1377599', '2018-10-31_16:39:01.142000', 'b: 1371.00', 'g: 4095.00'])"
"set(['2018-10-31_16:39:01.179000', 'p: 2689.00', 't: 1377619', 'g: 4095.00', 'b: 1369.00'])"
"set(['t: 1377639', '2018-10-31_16:39:01.224000', 'b: 1367.00', 'g: 4095.00', 'p: 2690.00'])"
"set(['p: 2693.00', '2018-10-31_16:39:01.278000', 'b: 1365.00', 't: 1377659', 'g: 4095.00'])"
"set(['p: 2689.00', '2018-10-31_16:39:01.329000', 't: 1377679', 'g: 4095.00', 'b: 1367.00'])"
"set(['2018-10-31_16:39:01.377000', 'b: 1376.00', 't: 1377699', 'p: 2691.00', 'g: 4095.00'])"
"set(['2018-10-31_16:39:01.417000', 'p: 2687.00', 'b: 1371.00', 'g: 4095.00', 't: 1377719'])"
"set(['t: 1377739', 'b: 1370.00', '2018-10-31_16:39:01.456000', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:01.496000', 'b: 1370.00', 't: 1377759', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:01.536000', 'b: 1367.00', 't: 1377779', 'p: 2687.00'])"
"set(['2018-10-31_16:39:01.588000', 'p: 2689.00', 'b: 1369.00', 'g: 4095.00', 't: 1377799'])"
"set(['t: 1377819', 'p: 2689.00', '2018-10-31_16:39:01.637000', 'g: 4095.00', 'b: 1370.00'])"
"set(['t: 1377839', 'b: 1371.00', 'g: 4095.00', '2018-10-31_16:39:01.678000', 'p: 2687.00'])"
"set(['2018-10-31_16:39:01.720000', 'p: 2689.00', 't: 1377859', 'g: 4095.00', 'b: 1370.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:01.760000', 'b: 1368.00', 't: 1377879', 'p: 2687.00'])"
"set(['t: 1377899', 'p: 2689.00', '2018-10-31_16:39:01.801000', 'g: 4095.00', 'b: 1367.00'])"
"set(['g: 4095.00', 'b: 1369.00', 't: 1377919', '2018-10-31_16:39:01.842000', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:01.886000', 't: 1377939', 'b: 1367.00', 'p: 2690.00'])"
"set(['b: 1383.00', 't: 1377959', '2018-10-31_16:39:01.940000', 'g: 4095.00', 'p: 2690.00'])"
"set(['b: 1370.00', 'p: 2690.00', '2018-10-31_16:39:01.994000', 'g: 4095.00', 't: 1377979'])"
"set(['g: 4095.00', 'p: 2693.00', '2018-10-31_16:39:02.050000', 't: 1377999', 'b: 1367.00'])"
"set(['t: 1378019', '2018-10-31_16:39:02.164000', 'b: 1366.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', 'p: 2691.00', 'b: 1365.00', '2018-10-31_16:39:02.219000', 't: 1378039'])"
"set(['g: 4095.00', '2018-10-31_16:39:02.274000', 'b: 1366.00', 't: 1378059', 'p: 2687.00'])"
"set(['2018-10-31_16:39:02.327000', 'p: 2689.00', 't: 1378079', 'g: 4095.00', 'b: 1367.00'])"
"set(['t: 1378099', 'b: 1367.00', '2018-10-31_16:39:02.380000', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:02.434000', 't: 1378119', 'p: 2685.00', 'b: 1367.00'])"
"set(['p: 2689.00', '2018-10-31_16:39:02.483000', 'g: 4095.00', 't: 1378139', 'b: 1367.00'])"
"set(['t: 1378159', 'b: 1369.00', '2018-10-31_16:39:02.525000', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:02.576000', 'b: 1376.00', 't: 1378179', 'g: 4095.00', 'p: 2690.00'])"
"set(['p: 2691.00', '2018-10-31_16:39:02.625000', 't: 1378199', 'g: 4095.00', 'b: 1370.00'])"
"set(['p: 2689.00', 'b: 1370.00', 'g: 4095.00', '2018-10-31_16:39:02.678000', 't: 1378219'])"
"set(['t: 1378239', '2018-10-31_16:39:02.725000', 'b: 1367.00', 'g: 4095.00', 'p: 2690.00'])"
"set(['b: 1373.00', 't: 1378259', '2018-10-31_16:39:02.774000', 'g: 4095.00', 'p: 2701.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:02.812000', 'p: 2691.00', 't: 1378279', 'b: 1365.00'])"
"set(['2018-10-31_16:39:02.851000', 'p: 2691.00', 'g: 4095.00', 'b: 1368.00', 't: 1378299'])"
"set(['p: 2689.00', 't: 1378319', 'b: 1366.00', 'g: 4095.00', '2018-10-31_16:39:02.889000'])"
"set(['t: 1378339', '2018-10-31_16:39:02.930000', 'b: 1367.00', 'g: 4095.00', 'p: 2698.00'])"
"set(['2018-10-31_16:39:02.969000', 'b: 1389.00', 'p: 2699.00', 'g: 4095.00', 't: 1378359'])"
"set(['2018-10-31_16:39:03.010000', 'b: 1366.00', 't: 1378379', 'g: 4095.00', 'p: 2687.00'])"
"set(['p: 2689.00', 't: 1378399', 'g: 4095.00', '2018-10-31_16:39:03.052000', 'b: 1370.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:03.093000', 't: 1378419', 'b: 1368.00', 'p: 2687.00'])"
"set(['b: 1370.00', '2018-10-31_16:39:03.141000', 't: 1378439', 'g: 4095.00', 'p: 2690.00'])"
"set(['t: 1378459', 'b: 1374.00', '2018-10-31_16:39:03.194000', 'p: 2704.00', 'g: 4095.00'])"
"set(['2018-10-31_16:39:03.244000', 'b: 1370.00', 'g: 4095.00', 'p: 2679.00', 't: 1378479'])"
"set(['g: 4095.00', '2018-10-31_16:39:03.284000', 'p: 2694.00', 't: 1378499', 'b: 1370.00'])"
"set(['t: 1378519', '2018-10-31_16:39:03.325000', 'b: 1371.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['p: 2689.00', 't: 1378539', 'g: 4095.00', '2018-10-31_16:39:03.360000', 'b: 1370.00'])"
"set(['2018-10-31_16:39:03.400000', 't: 1378559', 'g: 4095.00', 'b: 1368.00', 'p: 2690.00'])"
"set(['b: 1369.00', 'p: 2693.00', 'g: 4095.00', 't: 1378579', '2018-10-31_16:39:03.439000'])"
"set(['t: 1378599', 'b: 1367.00', 'g: 4095.00', '2018-10-31_16:39:03.478000', 'p: 2687.00'])"
"set(['2018-10-31_16:39:03.518000', 't: 1378619', 'p: 2691.00', 'g: 4095.00', 'b: 1367.00'])"
"set(['g: 4095.00', '2018-10-31_16:39:03.557000', 'b: 1370.00', 't: 1378639', 'p: 2687.00'])"
"set(['p: 2689.00', 'b: 1364.00', 'g: 4095.00', '2018-10-31_16:39:03.597000', 't: 1378659'])"
"set(['g: 4095.00', 't: 1378679', '2018-10-31_16:39:03.640000', 'b: 1365.00', 'p: 2687.00'])"
"set(['p: 2695.00', 't: 1378699', '2018-10-31_16:39:03.692000', 'g: 4095.00', 'b: 1370.00'])"
"set(['p: 2693.00', 'b: 1424.00', 'g: 4095.00', 't: 1378719', '2018-10-31_16:39:03.787000'])"
"set(['p: 2689.00', '2018-10-31_16:39:03.842000', 't: 1378739', 'g: 4095.00', 'b: 1367.00'])"
"set(['g: 4095.00', 't: 1378759', '2018-10-31_16:39:03.892000', 'b: 1365.00', 'p: 2687.00'])"
"set(['t: 1378779', 'p: 2695.00', 'b: 1363.00', 'g: 4095.00', '2018-10-31_16:39:03.933000'])"
"set(['2018-10-31_16:39:03.986000', 'b: 1366.00', 'g: 4095.00', 't: 1378799', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1378819', 'b: 1365.00', '2018-10-31_16:39:04.037000', 'p: 2687.00'])"
"set(['b: 1366.00', '2018-10-31_16:39:04.077000', 'p: 2686.00', 'g: 4095.00', 't: 1378839'])"
"set(['g: 4095.00', 'p: 2683.00', 't: 1378859', '2018-10-31_16:39:04.121000', 'b: 1365.00'])"
"set(['g: 4095.00', 't: 1378879', '2018-10-31_16:39:04.171000', 'b: 1365.00', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1378899', '2018-10-31_16:39:04.210000', 'b: 1365.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:04.251000', 'b: 1364.00', 't: 1378919', 'g: 4095.00', 'p: 2687.00'])"
"set(['p: 2689.00', '2018-10-31_16:39:04.293000', 'b: 1368.00', 't: 1378939', 'g: 4095.00'])"
"set(['t: 1378959', 'b: 1362.00', '2018-10-31_16:39:04.335000', 'g: 4095.00', 'p: 2687.00'])"
"set(['g: 4095.00', 't: 1378979', '2018-10-31_16:39:04.375000', 'b: 1364.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:04.421000', 't: 1378999', 'g: 4095.00', 'b: 1360.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:04.475000', 'b: 1363.00', 'g: 4095.00', 't: 1379019', 'p: 2687.00'])"
"set(['2018-10-31_16:39:04.527000', 'b: 1366.00', 't: 1379039', 'g: 4095.00', 'p: 2690.00'])"
"set(['2018-10-31_16:39:04.582000', 'b: 1369.00', 't: 1379059', 'g: 4095.00', 'p: 2687.00'])"
"set(['t: 1379079', '2018-10-31_16:39:04.634000', 'b: 1371.00', 'g: 4095.00', 'p: 2687.00'])"
"set(['2018-10-31_16:39:04.675000', 'b: 1364.00', 'g: 4095.00', 't: 1379099', 'p: 2687.00'])"
"set(['p: 2689.00', 't: 1379119', 'g: 4095.00', 'b: 1360.00', '2018-10-31_16:39:04.715000'])"
"set(['b: 1469.00', '2018-10-31_16:39:47.529000', 'g: 2559.00', 'p: 2679.00', 't: 1429199'])"
"set(['g: 3071.00', '2018-10-31_16:39:47.658000', 't: 1429219', 'b: 1463.00', 'p: 2679.00'])"
"set(['b: 1462.00', 'g: 3143.00', '2018-10-31_16:39:47.781000', 'p: 2679.00', 't: 1429239'])"
"set(['t: 1429259', '2018-10-31_16:39:47.919000', 'b: 1456.00', 'g: 1226.00', 'p: 2679.00'])"
"set(['2018-10-31_16:39:48.032000', 't: 1429279', 'b: 1449.00', 'p: 2679.00', 'g: 2493.00'])"
"set(['p: 2678.00', 'b: 1445.00', 't: 1429299', '2018-10-31_16:39:48.119000', 'g: 2121.00'])"
"set(['t: 1429319', '2018-10-31_16:39:48.259000', 'g: 1732.00', 'b: 1441.00', 'p: 2678.00'])"
"set(['p: 2678.00', 'g: 1981.00', '2018-10-31_16:39:48.382000', 'b: 1441.00', 't: 1429339'])"
"set(['2018-10-31_16:39:48.584000', 'g: 2213.00', 't: 1429359', 'p: 2679.00', 'b: 1438.00'])"
"set(['g: 1297.00', 'b: 1431.00', 'p: 2675.00', 't: 1429379', '2018-10-31_16:39:48.706000'])"
"set(['t: 1429399', 'p: 2675.00', 'g: 842.00', '2018-10-31_16:39:48.832000', 'b: 1431.00'])"
"set(['g: 1477.00', 'b: 1429.00', 'p: 2679.00', 't: 1429419', '2018-10-31_16:39:48.965000'])"
"set(['2018-10-31_16:39:49.104000', 'b: 1429.00', 't: 1429439', 'p: 2674.00', 'g: 786.00'])"
"set(['b: 1425.00', 't: 1429459', '2018-10-31_16:39:49.164000', 'p: 2675.00', 'g: 1642.00'])"
"set(['t: 1429479', 'b: 1423.00', 'g: 1483.00', 'p: 2677.00', '2018-10-31_16:39:49.245000'])"
"set(['g: 2707.00', '2018-10-31_16:39:49.357000', 'p: 2679.00', 't: 1429499', 'b: 1419.00'])"
"set(['g: 1698.00', 'p: 2675.00', 't: 1429519', '2018-10-31_16:39:49.505000', 'b: 1422.00'])"
"set(['2018-10-31_16:39:49.605000', 'g: 1667.00', 'p: 2677.00', 't: 1429539', 'b: 1419.00'])"
"set(['b: 1418.00', '2018-10-31_16:39:49.705000', 'p: 2677.00', 'g: 1840.00', 't: 1429559'])"
"set(['2018-10-31_16:39:49.816000', 't: 1429579', 'g: 1383.00', 'b: 1421.00', 'p: 2678.00'])"
"set(['2018-10-31_16:39:49.958000', 't: 1429599', 'g: 1242.00', 'p: 2679.00', 'b: 1419.00'])"
"set(['t: 1429619', 'g: 1639.00', '2018-10-31_16:39:50.100000', 'b: 1422.00', 'p: 2679.00'])"
"set(['g: 2159.00', 'p: 2678.00', 't: 1429639', '2018-10-31_16:39:50.300000', 'b: 1420.00'])"
"set(['b: 1418.00', 't: 1429659', '2018-10-31_16:39:50.408000', 'p: 2679.00', 'g: 1535.00'])"
"set(['g: 1518.00', 'p: 2678.00', '2018-10-31_16:39:50.548000', 't: 1429679', 'b: 1419.00'])"
"set([' 1456.00  g', ' 2677.00  b', ' 1490779  p', 't', '2018-10-31_16:40:49.106000'])"
"set([' 1490799  p', '2018-10-31_16:40:49.183000', ' 1459.00  g', 't', ' 2695.00  b'])"
"set(['2018-10-31_16:40:49.259000', ' 1490819  p', ' 1460.00  g', 't', ' 2679.00  b'])"
"set([' 1456.00  g', '2018-10-31_16:40:49.364000', ' 2675.00  b', 't', ' 1490839  p'])"
"set([' 2677.00  b', ' 1447.00  g', '2018-10-31_16:40:49.484000', 't', ' 1490859  p'])"
"set([' 1445.00  g', ' 2677.00  b', ' 1490879  p', 't', '2018-10-31_16:40:49.581000'])"
"set([' 1490899  p', ' 2675.00  b', '2018-10-31_16:40:49.687000', 't', ' 1450.00  g'])"
"set([' 1456.00  g', ' 2677.00  b', ' 1490919  p', 't', '2018-10-31_16:40:49.811000'])"
"set([' 1445.00  g', ' 2677.00  b', '2018-10-31_16:40:49.939000', ' 1490939  p', 't'])"
"set([' 1445.00  g', ' 2677.00  b', '2018-10-31_16:40:50.082000', 't', ' 1490959  p'])"
"set([' 1490979  p', ' 2677.00  b', ' 1430.00  g', 't', '2018-10-31_16:40:50.135000'])"
"set(['2018-10-31_16:40:50.193000', ' 1440.00  g', ' 1490999  p', ' 2675.00  b', 't'])"
"set([' 1440.00  g', ' 1491019  p', 't', '2018-10-31_16:40:50.258000', ' 2679.00  b'])"
"set([' 2677.00  b', ' 1491039  p', 't', '2018-10-31_16:40:50.290000', ' 1437.00  g'])"
"set([' 1491059  p', ' 1434.00  g', ' 2678.00  b', '2018-10-31_16:40:50.324000', 't'])"
"set([' 1434.00  g', ' 2677.00  b', '2018-10-31_16:40:50.355000', 't', ' 1491079  p'])"
"set([' 1427.00  g', ' 2675.00  b', ' 1491099  p', 't', '2018-10-31_16:40:50.392000'])"
"set([' 1424.00  g', ' 1491119  p', '2018-10-31_16:40:50.423000', 't', ' 2675.00  b'])"
"set(['2018-10-31_16:40:50.456000', ' 2679.00  b', 't', ' 1424.00  g', ' 1491139  p'])"
"set([' 1421.00  g', ' 2679.00  b', '2018-10-31_16:40:50.490000', 't', ' 1491159  p'])"
"set([' 1491179  p', '2018-10-31_16:40:50.548000', 't', ' 1414.00  g', ' 2677.00  b'])"
"set(['2018-10-31_16:40:50.599000', ' 1417.00  g', ' 1491199  p', 't', ' 2675.00  b'])"
"set(['2018-10-31_16:40:50.694000', ' 1491219  p', ' 1418.00  g', 't', ' 2679.00  b'])"
"set([' 2677.00  b', ' 1415.00  g', ' 1491239  p', 't', '2018-10-31_16:40:50.758000'])"
"set(['2018-10-31_16:40:50.825000', ' 2678.00  b', 't', ' 1491259  p', ' 1413.00  g'])"
"set([' 1491279  p', ' 2682.00  b', '2018-10-31_16:40:50.894000', 't', ' 1414.00  g'])"
"set([' 1491299  p', '2018-10-31_16:40:51.004000', ' 2678.00  b', 't', ' 1414.00  g'])"
"set([' 1413.00  g', ' 1491319  p', 't', '2018-10-31_16:40:51.062000', ' 2679.00  b'])"
"set(['2018-10-31_16:40:51.206000', ' 2679.00  b', ' 1408.00  g', 't', ' 1491339  p'])"
"set(['2018-10-31_16:40:51.300000', ' 2675.00  b', ' 1405.00  g', 't', ' 1491359  p'])"
"set([' 2678.00  b', ' 1491379  p', 't', '2018-10-31_16:40:51.372000', ' 1402.00  g'])"
"set(['2018-10-31_16:40:51.408000', ' 1491399  p', ' 2670.00  b', 't', ' 1398.00  g'])"
"set([' 1491419  p', ' 2678.00  b', '2018-10-31_16:40:51.461000', ' 1405.00  g', 't'])"
"set([' 1398.00  g', ' 2675.00  b', '2018-10-31_16:40:51.514000', 't', ' 1491439  p'])"
"set([' 2685.00  b', '2018-10-31_16:40:51.624000', ' 1491459  p', 't', ' 1403.00  g'])"
"set([' 2687.00  b', ' 1491479  p', ' 1406.00  g', 't', '2018-10-31_16:40:51.739000'])"
"set([' 1922.00  g', '2018-10-31_16:53:52.997000', ' 2274679  p', 't', ' 2673.00  b'])"
"set([' 2674.00  b', '2018-10-31_16:53:53.134000', 't', ' 2274699  p', ' 1895.00  g'])"
"set([' 1888.00  g', ' 2675.00  b', '2018-10-31_16:53:53.276000', 't', ' 2274719  p'])"
"set([' 1883.00  g', ' 2274739  p', 't', ' 2675.00  b', '2018-10-31_16:53:53.339000'])"
"set(['2018-10-31_16:53:53.418000', ' 2274759  p', ' 2675.00  b', 't', ' 1879.00  g'])"
"set([' 1885.00  g', '2018-10-31_16:53:53.597000', 't', ' 2673.00  b', ' 2274779  p'])"
"set(['2018-10-31_16:53:53.670000', ' 1872.00  g', 't', ' 2674.00  b', ' 2274799  p'])"
"set([' 2675.00  b', ' 2274819  p', 't', ' 1855.00  g', '2018-10-31_16:53:53.786000'])"
"set(['2018-10-31_16:53:53.923000', ' 2274839  p', ' 1870.00  g', 't', ' 2673.00  b'])"
"set([' 2274859  p', ' 1869.00  g', '2018-10-31_16:53:54.032000', 't', ' 2674.00  b'])"
"set(['2018-10-31_16:53:54.169000', ' 2675.00  b', ' 1870.00  g', 't', ' 2274879  p'])"
"set([' 1870.00  g', '2018-10-31_16:53:54.256000', ' 2274899  p', 't', ' 2674.00  b'])"
"set(['2018-10-31_16:53:54.352000', ' 2274919  p', ' 1855.00  g', 't', ' 2675.00  b'])"
"set([' 2687.00  b', ' 2319439  p', 't', '2018-10-31_16:54:37.755000', ' 730.00  g'])"
"set([' 656.00  g', '2018-10-31_16:54:37.802000', 't', ' 2319459  p', ' 2686.00  b'])"
"set([' 2319479  p', ' 2687.00  b', '2018-10-31_16:54:37.851000', 't', ' 640.00  g'])"
"set([' 2687.00  b', ' 2319499  p', ' 681.00  g', 't', '2018-10-31_16:54:37.900000'])"
"set([' 2319519  p', '2018-10-31_16:54:37.948000', 't', ' 785.00  g', ' 2686.00  b'])"
"set([' 2687.00  b', ' 662.00  g', '2018-10-31_16:54:37.997000', 't', ' 2319539  p'])"
"set([' 2687.00  b', ' 901.00  g', 't', '2018-10-31_16:54:38.051000', ' 2319559  p'])"
"set(['2018-10-31_16:54:38.101000', ' 811.00  g', ' 2319579  p', 't', ' 2686.00  b'])"
"set([' 2687.00  b', ' 2319599  p', ' 978.00  g', 't', '2018-10-31_16:54:38.139000'])"
"set([' 2687.00  b', '2018-10-31_16:54:38.228000', ' 980.00  g', ' 2319619  p', 't'])"
"set(['2018-10-31_16:54:38.281000', ' 2319639  p', ' 800.00  g', 't', ' 2679.00  b'])"
"set([' 2319659  p', ' 810.00  g', '2018-10-31_16:54:38.333000', 't', ' 2679.00  b'])"
"set(['2018-10-31_16:54:38.385000', ' 816.00  g', 't', ' 2319679  p', ' 2686.00  b'])"
"set([' 2687.00  b', '2018-10-31_16:54:38.437000', ' 912.00  g', ' 2319699  p', 't'])"
"set([' 2687.00  b', ' 2319719  p', 't', ' 957.00  g', '2018-10-31_16:54:38.476000'])"
"set([' 809.00  g', ' 2685.00  b', '2018-10-31_16:54:38.513000', 't', ' 2319739  p'])"
"set([' 954.00  g', '2018-10-31_16:54:38.548000', ' 2695.00  b', 't', ' 2319759  p'])"
"set([' 2687.00  b', ' 2319779  p', ' 696.00  g', 't', '2018-10-31_16:54:38.597000'])"
"set([' 2687.00  b', ' 944.00  g', ' 2319799  p', 't', '2018-10-31_16:54:38.649000'])"
"set([' 2687.00  b', ' 915.00  g', '2018-10-31_16:54:38.701000', 't', ' 2319819  p'])"
"set([' 2319839  p', ' 806.00  g', '2018-10-31_16:54:38.751000', ' 2683.00  b', 't'])"
"set([' 2687.00  b', ' 2319859  p', ' 848.00  g', 't', '2018-10-31_16:54:38.803000'])"
"set([' 2687.00  b', ' 685.00  g', ' 2319879  p', 't', '2018-10-31_16:54:38.854000'])"
"set([' 2687.00  b', '2018-10-31_16:54:38.944000', 't', ' 2319899  p', ' 800.00  g'])"
"set(['2018-10-31_16:54:38.985000', ' 2703.00  b', ' 640.00  g', 't', ' 2319919  p'])"
"set([' 2703.00  b', '2018-10-31_16:54:39.021000', ' 2319939  p', 't', ' 666.00  g'])"
"set([' 2319959  p', ' 584.00  g', 't', ' 2689.00  b', '2018-10-31_16:54:39.060000'])"
"set([' 2687.00  b', ' 653.00  g', '2018-10-31_16:54:39.114000', 't', ' 2319979  p'])"
"set([' 2687.00  b', '2018-10-31_16:54:39.168000', ' 880.00  g', 't', ' 2319999  p'])"
"set([' 2687.00  b', ' 2320019  p', 't', ' 852.00  g', '2018-10-31_16:54:39.211000'])"
"set(['2018-10-31_16:54:39.250000', ' 790.00  g', ' 2320039  p', 't', ' 2689.00  b'])"
"set([' 2687.00  b', ' 638.00  g', '2018-10-31_16:54:39.300000', 't', ' 2320059  p'])"
"set([' 2320079  p', ' 2687.00  b', 't', '2018-10-31_16:54:39.353000', ' 761.00  g'])"
