114831,1588.00,2019-03-11_14:39:16.993000
114931,1585.00,2019-03-11_14:39:17.092000
115031,1586.00,2019-03-11_14:39:17.190000
115131,1577.00,2019-03-11_14:39:17.293000
115231,1612.00,2019-03-11_14:39:17.393000
115331,1585.00,2019-03-11_14:39:17.493000
115431,1587.00,2019-03-11_14:39:17.589000
115531,1583.00,2019-03-11_14:39:17.692000
115631,1575.00,2019-03-11_14:39:17.790000
115731,1578.00,2019-03-11_14:39:17.888000
115831,1564.00,2019-03-11_14:39:17.990000
115931,1588.00,2019-03-11_14:39:18.089000
116031,1584.00,2019-03-11_14:39:18.190000
116131,1589.00,2019-03-11_14:39:18.290000
116231,1584.00,2019-03-11_14:39:18.389000
116331,1583.00,2019-03-11_14:39:18.491000
116431,1573.00,2019-03-11_14:39:18.592000
116531,1597.00,2019-03-11_14:39:18.691000
116631,1565.00,2019-03-11_14:39:18.790000
116731,1584.00,2019-03-11_14:39:18.889000
116831,1586.00,2019-03-11_14:39:18.989000
116931,1579.00,2019-03-11_14:39:19.091000
117031,1583.00,2019-03-11_14:39:19.189000
117131,1584.00,2019-03-11_14:39:19.292000
117231,1579.00,2019-03-11_14:39:19.395000
117331,1585.00,2019-03-11_14:39:19.492000
117431,1584.00,2019-03-11_14:39:19.590000
117531,1586.00,2019-03-11_14:39:19.691000
117631,1583.00,2019-03-11_14:39:19.790000
117731,1586.00,2019-03-11_14:39:19.892000
117831,1583.00,2019-03-11_14:39:19.991000
117931,1584.00,2019-03-11_14:39:20.091000
118031,1584.00,2019-03-11_14:39:20.188000
118131,1583.00,2019-03-11_14:39:20.289000
118231,1584.00,2019-03-11_14:39:20.390000
118331,1586.00,2019-03-11_14:39:20.491000
118431,1593.00,2019-03-11_14:39:20.587000
118531,1582.00,2019-03-11_14:39:20.691000
118631,1583.00,2019-03-11_14:39:20.790000
118731,1579.00,2019-03-11_14:39:20.893000
118831,1574.00,2019-03-11_14:39:20.989000
118931,1602.00,2019-03-11_14:39:21.092000
119031,1589.00,2019-03-11_14:39:21.192000
119131,1581.00,2019-03-11_14:39:21.289000
119231,1585.00,2019-03-11_14:39:21.393000
119331,1597.00,2019-03-11_14:39:21.494000
119431,1580.00,2019-03-11_14:39:21.590000
119531,1575.00,2019-03-11_14:39:21.693000
119631,1567.00,2019-03-11_14:39:21.793000
119731,1575.00,2019-03-11_14:39:21.892000
119831,1584.00,2019-03-11_14:39:21.992000
119931,1587.00,2019-03-11_14:39:22.090000
120031,1583.00,2019-03-11_14:39:22.189000
120131,1591.00,2019-03-11_14:39:22.292000
120231,1584.00,2019-03-11_14:39:22.389000
120331,1572.00,2019-03-11_14:39:22.488000
120431,1588.00,2019-03-11_14:39:22.590000
120531,1582.00,2019-03-11_14:39:22.689000
120631,1577.00,2019-03-11_14:39:22.791000
120731,1583.00,2019-03-11_14:39:22.889000
120831,1584.00,2019-03-11_14:39:22.993000
120931,1585.00,2019-03-11_14:39:23.095000
121031,1591.00,2019-03-11_14:39:23.190000
121131,1590.00,2019-03-11_14:39:23.293000
121231,1580.00,2019-03-11_14:39:23.391000
121331,1569.00,2019-03-11_14:39:23.496000
121431,1572.00,2019-03-11_14:39:23.596000
121531,1593.00,2019-03-11_14:39:23.695000
121631,1584.00,2019-03-11_14:39:23.789000
121731,1587.00,2019-03-11_14:39:23.890000
121831,1615.00,2019-03-11_14:39:23.993000
121931,1584.00,2019-03-11_14:39:24.097000
122031,1581.00,2019-03-11_14:39:24.189000
122131,1585.00,2019-03-11_14:39:24.289000
122231,1580.00,2019-03-11_14:39:24.387000
122331,1585.00,2019-03-11_14:39:24.493000
122431,1591.00,2019-03-11_14:39:24.595000
122531,1585.00,2019-03-11_14:39:24.691000
122631,1580.00,2019-03-11_14:39:24.789000
122731,1579.00,2019-03-11_14:39:24.889000
122831,1584.00,2019-03-11_14:39:24.999000
122931,1581.00,2019-03-11_14:39:25.098000
123031,1575.00,2019-03-11_14:39:25.192000
123131,1596.00,2019-03-11_14:39:25.290000
123231,1580.00,2019-03-11_14:39:25.391000
123331,1575.00,2019-03-11_14:39:25.498000
123431,1578.00,2019-03-11_14:39:25.590000
123531,1577.00,2019-03-11_14:39:25.690000
123631,1584.00,2019-03-11_14:39:25.795000
123731,1563.00,2019-03-11_14:39:25.895000
123831,1570.00,2019-03-11_14:39:25.989000
123931,1583.00,2019-03-11_14:39:26.092000
124031,1584.00,2019-03-11_14:39:26.193000
124131,1584.00,2019-03-11_14:39:26.297000
124231,1584.00,2019-03-11_14:39:26.393000
124331,1584.00,2019-03-11_14:39:26.493000
124431,1595.00,2019-03-11_14:39:26.587000
124531,1569.00,2019-03-11_14:39:26.693000
124631,1591.00,2019-03-11_14:39:26.789000
124731,1584.00,2019-03-11_14:39:26.893000
124831,1584.00,2019-03-11_14:39:26.991000
124931,1600.00,2019-03-11_14:39:27.090000
125031,1595.00,2019-03-11_14:39:27.190000
125131,1590.00,2019-03-11_14:39:27.293000
125231,1587.00,2019-03-11_14:39:27.390000
125331,1575.00,2019-03-11_14:39:27.490000
125431,1577.00,2019-03-11_14:39:27.593000
125531,1581.00,2019-03-11_14:39:27.692000
125631,1584.00,2019-03-11_14:39:27.789000
125731,1593.00,2019-03-11_14:39:27.896000
125831,1589.00,2019-03-11_14:39:27.989000
125931,1583.00,2019-03-11_14:39:28.092000
126031,1589.00,2019-03-11_14:39:28.192000
126131,1582.00,2019-03-11_14:39:28.291000
126231,1584.00,2019-03-11_14:39:28.389000
126331,1585.00,2019-03-11_14:39:28.493000
126431,1584.00,2019-03-11_14:39:28.595000
126531,1589.00,2019-03-11_14:39:28.694000
126631,1583.00,2019-03-11_14:39:28.795000
126731,1584.00,2019-03-11_14:39:28.895000
126831,1573.00,2019-03-11_14:39:28.992000
126931,1581.00,2019-03-11_14:39:29.097000
127031,1584.00,2019-03-11_14:39:29.193000
127131,1583.00,2019-03-11_14:39:29.291000
127231,1584.00,2019-03-11_14:39:29.392000
127331,1584.00,2019-03-11_14:39:29.496000
127431,1571.00,2019-03-11_14:39:29.593000
127531,1569.00,2019-03-11_14:39:29.694000
127631,1585.00,2019-03-11_14:39:29.790000
127731,1575.00,2019-03-11_14:39:29.892000
127831,1577.00,2019-03-11_14:39:29.995000
127931,1584.00,2019-03-11_14:39:30.089000
128031,1584.00,2019-03-11_14:39:30.188000
128131,1580.00,2019-03-11_14:39:30.294000
128231,1577.00,2019-03-11_14:39:30.389000
128331,1584.00,2019-03-11_14:39:30.492000
128431,1579.00,2019-03-11_14:39:30.592000
128531,1577.00,2019-03-11_14:39:30.691000
128631,1584.00,2019-03-11_14:39:30.790000
128731,1570.00,2019-03-11_14:39:30.889000
128831,1584.00,2019-03-11_14:39:30.991000
128931,1582.00,2019-03-11_14:39:31.091000
129031,1581.00,2019-03-11_14:39:31.192000
129131,1583.00,2019-03-11_14:39:31.301000
129231,1587.00,2019-03-11_14:39:31.394000
129331,1584.00,2019-03-11_14:39:31.492000
129431,1584.00,2019-03-11_14:39:31.595000
